Year,Country (Final Name),Country ID,Country,Type of appeal,Type of Response,Appeal,Required (US$),Funded (US$), Coverage (%) ,Comments,Links
2017,Yemen,YE,Yemen,Supplementary Appeals,SPA,Somalia Situation 2017 Supplementary Appeal,"113,649,648",,,"This appeal aims to address return and reintegration needs of 50,000 Somali refugees returning from Kenya and 10,000 returning from Yemen, as well as the emergency pre-famine response in Somalia for 250,000 most vulnerable newly displaced, including drought-related outflows of Somalis to neighbouring countries. It aims to reinforce asylum and protection in the region while also renewing efforts to find durable and sustainable solutions, including support infrastructure and stabilization in Somalia to ensure sustainable reintegration.",http://reporting.unhcr.org/sites/default/files/UNHCR%20Somalia%20Situation%20Supplementary%20Appeal%20-%20Jan-Dec%202017%20--%20May%202017.pdf
2018,Afghanistan,AF,Afghanistan,Appeal,HRP,Afghanistan 2018,"598,923,998","466,606,102",77.9,HRP,https://reliefweb.int/sites/reliefweb.int/files/resources/afg_2018_humanitarian_response_plan_3.pdf
2018,Burundi,BI,Burundi,Appeal,HRP,Burundi 2018,"141,814,441","78,639,491",55.5,HRP,https://reliefweb.int/sites/reliefweb.int/files/resources/hrp_burundi_2018_fr.pdf
2018,Democratic Republic of the Congo,CD,Congo (the Democratic Republic of the),Appeal,HRP,Democratic Republic of the Congo 2018,"1,675,200,000","765,029,505",45.7,HRP,https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/maj_drc_hrp_2018_fr.pdf
2018,Central African Republic,CF,Central African Republic (the),Appeal,HRP,Central African Republic 2018,"515,600,000","254,918,158",49.4,HRP,https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/2019/03/Rapport-annuel-2018_final-08032019_2.pdf
2018,Cameroon,CM,Cameroon,Appeal,HRP,Cameroon 2018,"319,676,453","140,632,624",44,HRP,https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/cmr_hrp18_v1.4_light.pdf
2018,Ethiopia,ET,Ethiopia,Appeal,HDRP,Ethiopia Humanitarian and Disaster Resilience Plan 2018,"1,177,218,620","654,595,858",55.6,HDRP (addressing impacts of drought and food insecurity),https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/ethiopia_2018_humanitarian_and_disaster_resilience_plan_2.pdf
2018,Haiti,HT,Haiti,Appeal,HRP,Haiti 2018,"252,200,142","33,124,730",13.1,HRP,https://reliefweb.int/sites/reliefweb.int/files/resources/2018_haiti_hrp_summary_en_0.pdf
2018,Iraq,IQ,Iraq,Appeal,HRP,Iraq 2018,"568,745,625","506,613,558",89.1,HRP,https://reliefweb.int/sites/reliefweb.int/files/resources/IRQ_2018_Full_HRP_0.pdf
2018,Libya,LY,Libya,Appeal,HRP,Libya 2018,"312,740,102","79,581,602",25.5,HRP,https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/2018_hrp_libya_0.pdf
2018,Mali,ML,Mali,Appeal,HRP,Mali 2018,"329,565,482","185,124,662",56.2,HRP,https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/hrp-2018_mali_en_20180222_vf_0.pdf
2018,Myanmar,MM,Myanmar,Appeal,HRP,Myanmar 2018,"183,400,000","141,452,745",77.1,HRP,https://reliefweb.int/sites/reliefweb.int/files/resources/2018%20Interim%20Humanitarian%20Response%20Plan_%20Myanmar.pdf
2018,Niger,NE,Niger (the),Appeal,HRP,Niger 2018,"338,303,089","214,947,448",63.5,HRP,https://reliefweb.int/sites/reliefweb.int/files/resources/F_NRE_HRP_2018_FINAL_LR.pdf
2018,Nigeria,NG,Nigeria,Appeal,HRP,Nigeria 2018,"1,047,768,587","699,898,297",66.8,HRP,https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/02082018_ocha_nigeria_humanitarian_response_plan.pdf
2018,Palestine,PS,"Palestine, State of",Appeal,HRP,occupied Palestinian territory 2018  (part of 2018-2020 HRP),"539,721,755","249,017,244",46.1,HRP,https://www.ochaopt.org/sites/default/files/2017_hrp_draft5_20_12_2017_v2.pdf
2018,Sudan,SD,Sudan (the),Appeal,HRP,Sudan 2018,"1,007,555,093","539,910,388",53.6,HRP,https://reliefweb.int/sites/reliefweb.int/files/resources/Sudan_2018_Humanitarian_Response_Plan.pdf
2018,Somalia,SO,Somalia,Appeal,HRP,Somalia 2018,"1,542,514,570","860,494,365",55.8,HRP,https://reliefweb.int/sites/reliefweb.int/files/resources/2018_somalia_hrp_final_draft_18122017_0.pdf
2018,South Sudan,SS,South Sudan,Appeal,HRP,Republic of South Sudan 2018,"1,717,890,485","1,172,824,223",68.3,HRP,https://reliefweb.int/sites/reliefweb.int/files/resources/SS_2018_HumanitarianResponsePlan.pdf
2018,Syria,SY,Syrian Arab Republic (the),Appeal,HRP,Syria Humanitarian Response Plan 2018,"3,364,410,629","2,186,838,446",65,HRP,https://data2.unhcr.org/en/documents/download/66135
2018,Chad,TD,Chad,Appeal,HRP,Chad 2018,"543,769,241","286,837,126",52.8,HRP,https://reliefweb.int/sites/reliefweb.int/files/resources/tcd_viz_funding_en_nov_20181122.pdf
2018,Ukraine,UA,Ukraine,Appeal,HRP,Ukraine Humanitarian Response Plan 2018,"186,909,122","72,208,316",38.6,HRP,https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/ukraine_humanitarian_response_plan_2018.pdf
2018,Yemen,YE,Yemen,Appeal,HRP,Yemen 2018,"3,108,067,800","2,650,780,181",85.3,HRP,https://reliefweb.int/sites/reliefweb.int/files/resources/20180120_HRP_YEMEN_Final.pdf
2018,Democratic Republic of the Congo,CD,Congo (the Democratic Republic of the),Country Refugee Response Plan,CRRP,The Democratic Republic of Congo Country Refugee Response Plan,"198,877,860",,,"For decades, the Democratic Republic of the Congo (DRC) has maintained an “open-door policy” to refugees, welcoming on its territory hundreds of thousands of people fleeing conflict and violence from neighbouring countries. DRC is party to the 1951 Convention and the 1967 Protocol, and the 1969 AU Convention. In 2002, the DRC adopted a national refugee law, establishing the CNR (Commission Nationale pour les Réfugiés – the National Refugee Commission) to process asylum applications and ensure the protection of refugees. To date, the overall political and security situation in the region remains highly volatile with little prospect for large-scale repatriation. Many of the DRC’s nine neighbouring countries face socio-political instability, while the DRC itself is going through a turbulent period, with a lengthy pre-electoral period complicated by internal conflict, large-scale displacement and a challenging humanitarian and development environment. At the end of 2018, the total refugee population is expected to reach over 546,000, living in communities, in camps, as well as in urban areas.",http://reporting.unhcr.org/sites/default/files/DRC%202019-2020%20Country%20RRP%20%28February%202019%29.pdf
2018,Bangladesh,BD,Bangladesh,Other Appeal,JRP,Bangladesh: Rohingya Refugee Crisis Joint Response Plan 2018,"950,834,205","660,284,847",69.4,JRP for Rohingyan refugees from Myanmar in Bangladesh,https://reliefweb.int/sites/reliefweb.int/files/resources/JRP%20for%20Rohingya%20Humanitarian%20Crisis%20-%20FOR%20DISTRIBUTION.PDF
2018,Burkina Faso,BF,Burkina Faso,Other Appeal,RRP,Burkina Faso 2018,"90,291,110","59,830,903",66.3,RRP (response to conflict in Sahel region),https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/bfa-hwp-20180409-lowres.pdf
2018,Indonesia,ID,Indonesia,Other Appeal,HRP,Indonesia: Central Sulawesi Earthquake Response Plan 2018,"50,500,000","24,317,580",48.2,Other - cannot find HRP (Sulawesi earthquake response plan),https://reliefweb.int/sites/reliefweb.int/files/resources/SULAWESI%20RP%20051018%20FINAL.PDF
2018,Korea (the Democratic People's Republic of),KP,Korea (the Democratic People's Republic of),Other Appeal,Other,DPR Korea Needs and Priorities 2018,"111,217,000","27,191,350",24.5,Other (needs and priorities of food insecurity and undernutrition as a result of natural hazards i.e. flooding and droughts),https://reliefweb.int/sites/reliefweb.int/files/resources/DPRK%20NP%202018%20110418%20FINAL.pdf
2018,Mauritania,MR,Mauritania,Other Appeal,RRP,Mauritania 2018,"116,000,000","73,339,210",63.2,RRP (response to conflict in Sahel region),https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/sahel_hnro_2018_0.pdf
2018,Philippines,PH,Philippines (the),Other Appeal,JRP,Philippines: Marawi Conflict 2018,"61,004,152","14,442,029",23.7,JRP (response to Marawi conflict),https://reliefweb.int/sites/reliefweb.int/files/resources/180306_Marawi%20Conflict%20Response%20and%20Resources%20Overview%20No4%206%20March%202018.pdf
2018,Pakistan,PK,Pakistan,Other Appeal,HTP,Pakistan Transition Plan: Humanitarian Component 2018,"123,004,259","76,522,741",62.2,,
2018,Senegal,SN,Senegal,Other Appeal,HWP,Senegal 2018,"16,833,024","7,540,157",44.8,Humanitarian Work Plan (response to drought),https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/senegal-hrwp-20180208.pdf
2018,Angola,AO,Angola,Refugee Response Plan,RRP,The Democratic Republic of Congo Regional Refugee Response Plan - January - December 2018,"65,821,742","19,323,946",0.29,,
2018,Burundi,BI,Burundi,Refugee Response Plan,RRP,The Democratic Republic of Congo Regional Refugee Response Plan - January - December 2018,"40,688,797","19,005,225",0.47,,
2018,Central African Republic,CF,Central African Republic (the),Refugee Response Plan,RRP,South Sudan Regional Refugee Response Plan - January-December 2018,"2,586,168","1,616,583",0.63,,
2018,Congo,CG,Congo (the),Refugee Response Plan,RRP,The Democratic Republic of Congo Regional Refugee Response Plan - January - December 2018,"20,585,620","21,747,045",1.06,,
2018,Cameroon,CM,Cameroon,Refugee Response Plan,RRP,Nigeria Regional Refugee Response Plan - January-December 2018,"72,102,004","28,208,478",0.39,,
2018,Egypt,EG,Egypt,Refugee Response Plan,RRP,Syria 3RP Regional Refugee & Resilience Plan 2018-2019,"138,733,389","61,440,118",0.44,,
2018,Ethiopia,ET,Ethiopia,Refugee Response Plan,RRP,South Sudan Regional Refugee Response Plan - January-December 2018,"342,109,266","158,113,873",0.46,,
2018,Iraq,IQ,Iraq,Refugee Response Plan,RRP,Syria 3RP Regional Refugee & Resilience Plan 2018-2019,"226,812,206","96,346,932",0.42,,
2018,Jordan,JO,Jordan,Refugee Response Plan,RRP,Syria 3RP Regional Refugee & Resilience Plan 2018-2019,"1,043,346,938","644,201,694",0.62,,
2018,Kenya,KE,Kenya,Refugee Response Plan,RRP,South Sudan Regional Refugee Response Plan - January-December 2018,"105,315,930","37,031,720",0.35,,
2018,Lebanon,LB,Lebanon,Refugee Response Plan,RRP,Syria 3RP Regional Refugee & Resilience Plan 2018-2019,"2,293,498,474","1,049,224,750",0.46,,
2018,Niger,NE,Niger (the),Refugee Response Plan,RRP,Nigeria Regional Refugee Response Plan - January-December 2018,"69,477,231","26,707,169",0.38,,
2018,Rwanda,RW,Rwanda,Refugee Response Plan,RRP,Burundi Regional Refugee Response Plan - January - December 2018,"74,285,960","26,149,928",0.35,,
2018,Rwanda,RW,Rwanda,Refugee Response Plan,RRP,The Democratic Republic of Congo Regional Refugee Response Plan - January - December 2018,"57,384,701","15,614,974",0.27,,
2018,Sudan,SD,Sudan (the),Refugee Response Plan,RRP,South Sudan Regional Refugee Response Plan - January-December 2018,"294,828,240","92,553,995",0.31,,
2018,Chad,TD,Chad,Refugee Response Plan,RRP,Nigeria Regional Refugee Response Plan - January-December 2018,"14,472,684","23,456,716",1.62,,
2018,Turkey,TR,Turkey,Refugee Response Plan,RRP,Syria 3RP Regional Refugee & Resilience Plan 2018-2019,"1,743,677,229","1,110,502,042",0.64,,
2018,Tanzania,TZ,"Tanzania, the United Republic of",Refugee Response Plan,RRP,Burundi Regional Refugee Response Plan - January - December 2018,"234,038,143","83,817,827",0.36,,
2018,Tanzania,TZ,"Tanzania, the United Republic of",Refugee Response Plan,RRP,The Democratic Republic of Congo Regional Refugee Response Plan - January - December 2018,"68,731,300","20,521,924",0.3,,
2018,Uganda,UG,Uganda,Refugee Response Plan,RRP,Burundi Regional Refugee Response Plan - January - December 2018,"46,863,835","10,090,956",0.22,,
2018,Uganda,UG,Uganda,Refugee Response Plan,RRP,South Sudan Regional Refugee Response Plan - January-December 2018,"576,976,515","393,677,820",0.68,,
2018,Uganda,UG,Uganda,Refugee Response Plan,RRP,The Democratic Republic of Congo Regional Refugee Response Plan - January - December 2018,"219,591,751","86,040,204",0.39,,
2018,Zambia,ZM,Zambia,Refugee Response Plan,RRP,The Democratic Republic of Congo Regional Refugee Response Plan - January - December 2018,"74,245,700","21,467,209",0.29,,
2018,Democratic Republic of the Congo,CD,Congo (the Democratic Republic of the),Special Appeal,SA,#I Belong Campaign to End Statelessness - Special Appeal,"1,500,000",,,"Statelessness is a global problem with serious ramifications. UNHCR estimates that at least 10 million people around the world are stateless. Yet, experience has shown that with sufficient political will, it can be resolved. Building on the increased awareness and commitment by States to address statelessness, in November 2014, UNHCR launched the #IBelong Campaign to End Statelessness by 2024.1 The achievement of the goals of the #IBelong Campaign is based on 10 Actions set out in the Global Action Plan (GAP) to End Statelessness. The GAP calls on States, with the support of UNHCR and other actors, to undertake a range of initiatives, from implementing legal and policy reforms to resolving the largest situations of statelessness and to improving data on the scope and situation of stateless populations. Progress against each of the 10 Actions will be publicly evaluated in 2017 and 2020 against a series of milestones set out in the GAP.",http://reporting.unhcr.org/sites/default/files/%23IBelong%20Campaign%20to%20End%20Statelessnes%20Special%20Appeal%20-%20December%202016.pdf?v2
2018,Côte d’Ivoire,CI,Côte d'Ivoire,Special Appeal,SA,#I Belong Campaign to End Statelessness - Special Appeal,"3,610,000",,,"Statelessness is a global problem with serious ramifications. UNHCR estimates that at least 10 million people around the world are stateless. Yet, experience has shown that with sufficient political will, it can be resolved. Building on the increased awareness and commitment by States to address statelessness, in November 2014, UNHCR launched the #IBelong Campaign to End Statelessness by 2024.1 The achievement of the goals of the #IBelong Campaign is based on 10 Actions set out in the Global Action Plan (GAP) to End Statelessness. The GAP calls on States, with the support of UNHCR and other actors, to undertake a range of initiatives, from implementing legal and policy reforms to resolving the largest situations of statelessness and to improving data on the scope and situation of stateless populations. Progress against each of the 10 Actions will be publicly evaluated in 2017 and 2020 against a series of milestones set out in the GAP.",http://reporting.unhcr.org/sites/default/files/%23IBelong%20Campaign%20to%20End%20Statelessnes%20Special%20Appeal%20-%20December%202016.pdf?v2
2018,Dominican Republic,DO,Dominican Republic (the),Special Appeal,SA,#I Belong Campaign to End Statelessness - Special Appeal,"5,000,000",,,"Statelessness is a global problem with serious ramifications. UNHCR estimates that at least 10 million people around the world are stateless. Yet, experience has shown that with sufficient political will, it can be resolved. Building on the increased awareness and commitment by States to address statelessness, in November 2014, UNHCR launched the #IBelong Campaign to End Statelessness by 2024.1 The achievement of the goals of the #IBelong Campaign is based on 10 Actions set out in the Global Action Plan (GAP) to End Statelessness. The GAP calls on States, with the support of UNHCR and other actors, to undertake a range of initiatives, from implementing legal and policy reforms to resolving the largest situations of statelessness and to improving data on the scope and situation of stateless populations. Progress against each of the 10 Actions will be publicly evaluated in 2017 and 2020 against a series of milestones set out in the GAP.",http://reporting.unhcr.org/sites/default/files/%23IBelong%20Campaign%20to%20End%20Statelessnes%20Special%20Appeal%20-%20December%202016.pdf?v2
2018,Iraq,IQ,Iraq,Special Appeal,SA,#I Belong Campaign to End Statelessness - Special Appeal,"615,000",,,"Statelessness is a global problem with serious ramifications. UNHCR estimates that at least 10 million people around the world are stateless. Yet, experience has shown that with sufficient political will, it can be resolved. Building on the increased awareness and commitment by States to address statelessness, in November 2014, UNHCR launched the #IBelong Campaign to End Statelessness by 2024.1 The achievement of the goals of the #IBelong Campaign is based on 10 Actions set out in the Global Action Plan (GAP) to End Statelessness. The GAP calls on States, with the support of UNHCR and other actors, to undertake a range of initiatives, from implementing legal and policy reforms to resolving the largest situations of statelessness and to improving data on the scope and situation of stateless populations. Progress against each of the 10 Actions will be publicly evaluated in 2017 and 2020 against a series of milestones set out in the GAP.",http://reporting.unhcr.org/sites/default/files/%23IBelong%20Campaign%20to%20End%20Statelessnes%20Special%20Appeal%20-%20December%202016.pdf?v2
2018,Kenya,KE,Kenya,Special Appeal,SA,#I Belong Campaign to End Statelessness - Special Appeal,"845,000",,,"Statelessness is a global problem with serious ramifications. UNHCR estimates that at least 10 million people around the world are stateless. Yet, experience has shown that with sufficient political will, it can be resolved. Building on the increased awareness and commitment by States to address statelessness, in November 2014, UNHCR launched the #IBelong Campaign to End Statelessness by 2024.1 The achievement of the goals of the #IBelong Campaign is based on 10 Actions set out in the Global Action Plan (GAP) to End Statelessness. The GAP calls on States, with the support of UNHCR and other actors, to undertake a range of initiatives, from implementing legal and policy reforms to resolving the largest situations of statelessness and to improving data on the scope and situation of stateless populations. Progress against each of the 10 Actions will be publicly evaluated in 2017 and 2020 against a series of milestones set out in the GAP.",http://reporting.unhcr.org/sites/default/files/%23IBelong%20Campaign%20to%20End%20Statelessnes%20Special%20Appeal%20-%20December%202016.pdf?v2
2018,Myanmar,MM,Myanmar,Special Appeal,SA,#I Belong Campaign to End Statelessness - Special Appeal,"3,056,000",,,"Statelessness is a global problem with serious ramifications. UNHCR estimates that at least 10 million people around the world are stateless. Yet, experience has shown that with sufficient political will, it can be resolved. Building on the increased awareness and commitment by States to address statelessness, in November 2014, UNHCR launched the #IBelong Campaign to End Statelessness by 2024.1 The achievement of the goals of the #IBelong Campaign is based on 10 Actions set out in the Global Action Plan (GAP) to End Statelessness. The GAP calls on States, with the support of UNHCR and other actors, to undertake a range of initiatives, from implementing legal and policy reforms to resolving the largest situations of statelessness and to improving data on the scope and situation of stateless populations. Progress against each of the 10 Actions will be publicly evaluated in 2017 and 2020 against a series of milestones set out in the GAP.",http://reporting.unhcr.org/sites/default/files/%23IBelong%20Campaign%20to%20End%20Statelessnes%20Special%20Appeal%20-%20December%202016.pdf?v2
2018,Malaysia,MY,Malaysia,Special Appeal,SA,#I Belong Campaign to End Statelessness - Special Appeal,"510,000",,,"Statelessness is a global problem with serious ramifications. UNHCR estimates that at least 10 million people around the world are stateless. Yet, experience has shown that with sufficient political will, it can be resolved. Building on the increased awareness and commitment by States to address statelessness, in November 2014, UNHCR launched the #IBelong Campaign to End Statelessness by 2024.1 The achievement of the goals of the #IBelong Campaign is based on 10 Actions set out in the Global Action Plan (GAP) to End Statelessness. The GAP calls on States, with the support of UNHCR and other actors, to undertake a range of initiatives, from implementing legal and policy reforms to resolving the largest situations of statelessness and to improving data on the scope and situation of stateless populations. Progress against each of the 10 Actions will be publicly evaluated in 2017 and 2020 against a series of milestones set out in the GAP.",http://reporting.unhcr.org/sites/default/files/%23IBelong%20Campaign%20to%20End%20Statelessnes%20Special%20Appeal%20-%20December%202016.pdf?v2
2018,Philippines,PH,Philippines (the),Special Appeal,SA,#I Belong Campaign to End Statelessness - Special Appeal,"690,000",,,"Statelessness is a global problem with serious ramifications. UNHCR estimates that at least 10 million people around the world are stateless. Yet, experience has shown that with sufficient political will, it can be resolved. Building on the increased awareness and commitment by States to address statelessness, in November 2014, UNHCR launched the #IBelong Campaign to End Statelessness by 2024.1 The achievement of the goals of the #IBelong Campaign is based on 10 Actions set out in the Global Action Plan (GAP) to End Statelessness. The GAP calls on States, with the support of UNHCR and other actors, to undertake a range of initiatives, from implementing legal and policy reforms to resolving the largest situations of statelessness and to improving data on the scope and situation of stateless populations. Progress against each of the 10 Actions will be publicly evaluated in 2017 and 2020 against a series of milestones set out in the GAP.",http://reporting.unhcr.org/sites/default/files/%23IBelong%20Campaign%20to%20End%20Statelessnes%20Special%20Appeal%20-%20December%202016.pdf?v2
2018,Sudan,SD,Sudan (the),Special Appeal,SA,#I Belong Campaign to End Statelessness - Special Appeal,"2,300,000",,,"Statelessness is a global problem with serious ramifications. UNHCR estimates that at least 10 million people around the world are stateless. Yet, experience has shown that with sufficient political will, it can be resolved. Building on the increased awareness and commitment by States to address statelessness, in November 2014, UNHCR launched the #IBelong Campaign to End Statelessness by 2024.1 The achievement of the goals of the #IBelong Campaign is based on 10 Actions set out in the Global Action Plan (GAP) to End Statelessness. The GAP calls on States, with the support of UNHCR and other actors, to undertake a range of initiatives, from implementing legal and policy reforms to resolving the largest situations of statelessness and to improving data on the scope and situation of stateless populations. Progress against each of the 10 Actions will be publicly evaluated in 2017 and 2020 against a series of milestones set out in the GAP.",http://reporting.unhcr.org/sites/default/files/%23IBelong%20Campaign%20to%20End%20Statelessnes%20Special%20Appeal%20-%20December%202016.pdf?v2
2018,South Sudan,SS,South Sudan,Special Appeal,SA,#I Belong Campaign to End Statelessness - Special Appeal,"1,500,000",,,"Statelessness is a global problem with serious ramifications. UNHCR estimates that at least 10 million people around the world are stateless. Yet, experience has shown that with sufficient political will, it can be resolved. Building on the increased awareness and commitment by States to address statelessness, in November 2014, UNHCR launched the #IBelong Campaign to End Statelessness by 2024.1 The achievement of the goals of the #IBelong Campaign is based on 10 Actions set out in the Global Action Plan (GAP) to End Statelessness. The GAP calls on States, with the support of UNHCR and other actors, to undertake a range of initiatives, from implementing legal and policy reforms to resolving the largest situations of statelessness and to improving data on the scope and situation of stateless populations. Progress against each of the 10 Actions will be publicly evaluated in 2017 and 2020 against a series of milestones set out in the GAP.",http://reporting.unhcr.org/sites/default/files/%23IBelong%20Campaign%20to%20End%20Statelessnes%20Special%20Appeal%20-%20December%202016.pdf?v2
2018,Thailand,TH,Thailand,Special Appeal,SA,#I Belong Campaign to End Statelessness - Special Appeal,"1,135,000",,,"Statelessness is a global problem with serious ramifications. UNHCR estimates that at least 10 million people around the world are stateless. Yet, experience has shown that with sufficient political will, it can be resolved. Building on the increased awareness and commitment by States to address statelessness, in November 2014, UNHCR launched the #IBelong Campaign to End Statelessness by 2024.1 The achievement of the goals of the #IBelong Campaign is based on 10 Actions set out in the Global Action Plan (GAP) to End Statelessness. The GAP calls on States, with the support of UNHCR and other actors, to undertake a range of initiatives, from implementing legal and policy reforms to resolving the largest situations of statelessness and to improving data on the scope and situation of stateless populations. Progress against each of the 10 Actions will be publicly evaluated in 2017 and 2020 against a series of milestones set out in the GAP.",http://reporting.unhcr.org/sites/default/files/%23IBelong%20Campaign%20to%20End%20Statelessnes%20Special%20Appeal%20-%20December%202016.pdf?v2
2018,Bangladesh,BD,Bangladesh,Supplementary Appeals,SPA,Myanmar Refugee Emergency Response in Bangladesh,"224,293,752",,,"In the fastest growing refugee exodus that the world has witnessed in decades, some 671,000 refugees fled into Bangladesh from Myanmar’s Rakhine State in less than six months starting in August 2017. The new arrivals joined more than 200,000 refugees from Myanmar already in the country, mainly in the District of Cox's Bazaar, bringing the total to approximately 900,000 With some 602,400 refugees in the Kutupalong-Balukhali site, it is now the largest refugee settlement in the world. The ""Rohingya refugee crisis"", as it is commonly referred to, has now slowed as compared with the pace and magnitude of 2017. Refugees are, however, still arriving from Myanmar into Bangladesh, some 3,236 in February 2018 alone. In line with the scenarios on the basis of which the Joint Response Plan has been elaborated, UNHCR's plans and activities to the end of 2018 are based on a total of 1.3 million people who will be in need of humanitarian assistance. This includes approximately 900,000 refugees in Cox’s Bazar; an estimated 80,000 additional refugees who may arrive in Bangladesh during the course of 2018; and some 336,000 people in the host community. In this Supplementary Appeal, UNHCR outlines its strategy, planning, operational and programmatic activities as part of that response, and for which the total financial requirement amounts to $238 million for 2018.
",http://reporting.unhcr.org/sites/default/files/UNHCR%202018%20Supplementary%20Appeal%20Bangladesh_1.pdf
2018,Brazil,BR,Brazil,Supplementary Appeals,SPA,Venezuela Situation - Responding to the needs of people displaced from Venezuela,"13,447,780",,,"The situation evolving in Venezuela, a country that has traditionally been a generous host to thousands of refugees and third country nationals from the region and other parts of the world, has led to large outflows of its citizens and other residents into the region and beyond. Whilst it is evident not all the Venezuelans leaving their country are prompted to do so for refugee-related reasons, it is becoming increasingly clear that a significant number are indeed in need of international protection. In many of the destination countries of the region, Venezuelans are only able to regularize their status or legalize their stay either under the pertinent national immigration and other legal frameworks, or under relevant regional mechanisms. In light of the extraordinary situation, some of these countries have established special mechanisms to facilitate various forms of regularization and even protection, what is otherwise referred to as ""other forms of protection or alternative legal status"". At the same time, both within and outside the region, an increasing number of Venezuelans, now some 146,500, have applied for asylum and formal recognition and protection as refugees.",http://reporting.unhcr.org/node/20393
2018,Colombia,CO,Colombia,Supplementary Appeals,SPA,Venezuela Situation - Responding to the needs of people displaced from Venezuela,"32,607,785",,,"The situation evolving in Venezuela, a country that has traditionally been a generous host to thousands of refugees and third country nationals from the region and other parts of the world, has led to large outflows of its citizens and other residents into the region and beyond. Whilst it is evident not all the Venezuelans leaving their country are prompted to do so for refugee-related reasons, it is becoming increasingly clear that a significant number are indeed in need of international protection. In many of the destination countries of the region, Venezuelans are only able to regularize their status or legalize their stay either under the pertinent national immigration and other legal frameworks, or under relevant regional mechanisms. In light of the extraordinary situation, some of these countries have established special mechanisms to facilitate various forms of regularization and even protection, what is otherwise referred to as ""other forms of protection or alternative legal status"". At the same time, both within and outside the region, an increasing number of Venezuelans, now some 146,500, have applied for asylum and formal recognition and protection as refugees.",http://reporting.unhcr.org/node/20393
2018,Costa Rica,CR,Costa Rica,Supplementary Appeals,SPA,Venezuela Situation - Responding to the needs of people displaced from Venezuela,"9,150,306",,,"The situation evolving in Venezuela, a country that has traditionally been a generous host to thousands of refugees and third country nationals from the region and other parts of the world, has led to large outflows of its citizens and other residents into the region and beyond. Whilst it is evident not all the Venezuelans leaving their country are prompted to do so for refugee-related reasons, it is becoming increasingly clear that a significant number are indeed in need of international protection. In many of the destination countries of the region, Venezuelans are only able to regularize their status or legalize their stay either under the pertinent national immigration and other legal frameworks, or under relevant regional mechanisms. In light of the extraordinary situation, some of these countries have established special mechanisms to facilitate various forms of regularization and even protection, what is otherwise referred to as ""other forms of protection or alternative legal status"". At the same time, both within and outside the region, an increasing number of Venezuelans, now some 146,500, have applied for asylum and formal recognition and protection as refugees.",http://reporting.unhcr.org/node/20393
2018,Algeria,DZ,Algeria,Supplementary Appeals,SPA,Central Mediterranean Route Situation,"36,256,053",,,"Refugees and migrants continue to move in large numbers from Sub-Saharan Africa to North Africa and across the Mediterranean Sea to Europe. Libya remains the main point of departure for the majority of refugees and migrants from Africa hoping to reach Europe. While on the move, refugees and migrants face intolerably high risks of grave human rights violations and death. UNHCR is rolling out a three-pronged cross-regional strategy with broad objectives and selected activities in the countries of origin and transit in Sub-Saharan Africa, and countries in North Africa and Europe.",http://reporting.unhcr.org/sites/default/files/2018-03%2008%20-%20Central%20Mediterranean%20appeal_%20FINAL.pdf
2018,Ecuador,EC,Ecuador,Supplementary Appeals,SPA,Venezuela Situation - Responding to the needs of people displaced from Venezuela,"23,203,543",,,"The situation evolving in Venezuela, a country that has traditionally been a generous host to thousands of refugees and third country nationals from the region and other parts of the world, has led to large outflows of its citizens and other residents into the region and beyond. Whilst it is evident not all the Venezuelans leaving their country are prompted to do so for refugee-related reasons, it is becoming increasingly clear that a significant number are indeed in need of international protection. In many of the destination countries of the region, Venezuelans are only able to regularize their status or legalize their stay either under the pertinent national immigration and other legal frameworks, or under relevant regional mechanisms. In light of the extraordinary situation, some of these countries have established special mechanisms to facilitate various forms of regularization and even protection, what is otherwise referred to as ""other forms of protection or alternative legal status"". At the same time, both within and outside the region, an increasing number of Venezuelans, now some 146,500, have applied for asylum and formal recognition and protection as refugees.",http://reporting.unhcr.org/node/20393
2018,Egypt,EG,Egypt,Supplementary Appeals,SPA,Central Mediterranean Route Situation,"74,468,654",,,"Refugees and migrants continue to move in large numbers from Sub-Saharan Africa to North Africa and across the Mediterranean Sea to Europe. Libya remains the main point of departure for the majority of refugees and migrants from Africa hoping to reach Europe. While on the move, refugees and migrants face intolerably high risks of grave human rights violations and death. UNHCR is rolling out a three-pronged cross-regional strategy with broad objectives and selected activities in the countries of origin and transit in Sub-Saharan Africa, and countries in North Africa and Europe.",http://reporting.unhcr.org/sites/default/files/2018-03%2008%20-%20Central%20Mediterranean%20appeal_%20FINAL.pdf
