Model,Scenario,Region,Variable,Unit,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,Notes
IIASA GDP,SSP2,R5.2OECD,GDP|PPP,billion US$2005/yr,34491.0156684752,37809.9429900715,41976.3770160547,47357.644973314,53022.8875762676,58726.6206917517,64366.7504159748,69912.4220436863,75330.1839508797,80724.2566968353,86238.3756136508,91838.9967499772,97442.6765213785,103001.360274389,108507.804918895,113966.113931529,119350.482902511,124639.451050259,129803.749519402,
IIASA GDP,SSP3,R5.2OECD,GDP|PPP,billion US$2005/yr,34491.0156684752,36589.7636301502,38394.6265786096,40491.9774217916,42562.5966372094,44594.3865307446,46589.2067626973,48488.9104890306,50219.6080117368,51836.4799984222,53373.2517275148,54832.2449605839,56219.7324134841,57501.2171422555,58646.261765705,59656.9433067363,60565.151238269,61376.7013811137,62075.0032093694,
IIASA GDP,SSP4,R5.2OECD,GDP|PPP,billion US$2005/yr,34491.0156684752,37868.5382856421,42039.5762027543,47253.4081757111,52419.9487197599,57319.4623375244,61946.6908342943,66328.0703779799,70441.665123857,74404.2244546365,78280.1621208477,82022.6160082664,85592.4834161421,88917.3438479734,91944.3708255017,94658.278774709,97063.8870866313,99149.3278141154,100889.414873754,
IIASA GDP,SSP5,R5.2OECD,GDP|PPP,billion US$2005/yr,34491.0156684752,37919.9366759226,42708.013482538,49601.4999205689,57865.6325527729,67229.8991396033,77519.4379618168,88696.5698380313,100812.558729381,113991.419214093,128437.342282355,144163.503470858,161048.548537636,179037.18365172,198126.382418992,218303.97005499,239507.722736901,261787.869851942,285269.924334915,
OECD Env-Growth,SSP1,R5.2OECD,GDP|PPP,billion US$2005/yr,34694.026,38345.45,43210.867,48287.813,53825.679,59741.701,65720.931,71574.004,77095.254,82551.275,88207.76,94018.636,99684.825,105058.677,110293.972,115253.233,119998.165,124557.924,128845.611,
OECD Env-Growth,SSP2,R5.2OECD,GDP|PPP,billion US$2005/yr,34694.026,38300.971,42965.126,47395.172,51697.388,55924.245,60221.529,64534.802,68760.878,73109.843,77774.706,82688.898,87621.345,92455.694,97310.158,102103.504,106870.773,111637.452,116359.057,
OECD Env-Growth,SSP3,R5.2OECD,GDP|PPP,billion US$2005/yr,34694.026,38061.898,42120.154,45449.847,48157.196,50350.981,52231.825,53756.245,54823.791,55637.989,56386.012,57037.135,57370.376,57342.708,57159.051,56800.75,56378.353,55938.564,55389.016,
OECD Env-Growth,SSP4,R5.2OECD,GDP|PPP,billion US$2005/yr,34694.026,38215.597,42786.3,47542.639,52627.683,57885.684,62993.802,67833.783,72307.407,76673.74,81193.93,85749.351,90011.171,93837.524,97492.328,100873.224,104080.777,107167.402,109937.722,
OECD Env-Growth,SSP5,R5.2OECD,GDP|PPP,billion US$2005/yr,34694.026,38545.23,43961.769,50465.326,58444.727,67718.7,77733.355,88515.326,99990.88,112567.367,126701.382,142488.867,159818.657,178658.277,199079.203,220975.915,244479.816,269758.709,297055.104,
PIK GDP-32,SSP1,R5.2OECD,GDP|PPP,billion US$2005/yr,34984.7223739957,38289.4185201468,43196.5711438528,47987.2129349371,52456.609800952,56976.9678398207,61507.7514452089,66006.8068177342,70094.7570628656,74068.3551471842,78293.9026154787,82680.1467184798,86774.1576152985,90262.7470371741,93675.1091115189,96870.4604177929,100033.486791409,103156.219226002,106078.742656319,
PIK GDP-32,SSP2,R5.2OECD,GDP|PPP,billion US$2005/yr,34984.7223739957,38307.3668277391,43181.3001050575,47876.9211368209,52248.3090759966,56683.3100731284,61168.0992321401,65688.8654467958,69870.9748393616,74028.3426566162,78554.5148070975,83383.9298074235,88082.8381242321,92314.06719738,96515.7769017681,100499.632879349,104339.958405993,108105.829475832,111754.150531495,
PIK GDP-32,SSP3,R5.2OECD,GDP|PPP,billion US$2005/yr,34984.7223739957,37996.9198274684,41999.5740546194,45164.4788098777,47456.6208147872,49269.5177670017,50580.4891142564,51403.3400894998,51692.9469514399,51761.5369005182,51857.5502592457,51916.691534648,51624.3236274557,50808.6863694675,49981.4320228375,49085.0877051559,48241.6775524134,47477.9781870627,46579.1937195265,
PIK GDP-32,SSP4,R5.2OECD,GDP|PPP,billion US$2005/yr,34984.7223739957,38566.2617153147,43752.7645380368,48807.9565825354,53403.2198545845,57929.5944479124,62298.9104410778,66415.1567639086,70044.2398151198,73439.3985471594,76920.6255876311,80339.3235404597,83257.2239579058,85282.1102211692,87179.9122445475,88697.3037328962,89987.1600633171,91161.0332691303,91857.2555573531,
PIK GDP-32,SSP5,R5.2OECD,GDP|PPP,billion US$2005/yr,34984.7223739957,38201.7204740628,43483.7297153429,49268.4911145488,55401.8338246787,62363.8540770064,70239.2593065976,79119.2382652581,88433.8872370621,98647.8589180978,110526.362828137,124252.400846745,139494.227918298,156155.06910979,174367.316124495,194302.06983088,216836.767736384,241788.20105915,269494.911699769,
IIASA GDP,SSP1,R5.2REF,GDP|PPP,billion US$2005/yr,2904.9787291288,3916.36813491369,4934.04642800354,5986.74545456047,6903.55473166517,7590.57572333626,8065.62980157772,8402.9177814361,8683.52376995336,8980.45779090817,9334.62102645695,9733.66195183977,10155.339378514,10570.7348477976,10958.4264454164,11313.6830265729,11636.1395633301,11924.9065538913,12178.2916825729,
IIASA GDP,SSP2,R5.2REF,GDP|PPP,billion US$2005/yr,2904.9787291288,3941.87173147578,4970.75102434992,5984.57342043408,6831.30687392612,7486.78722599194,8003.80195918701,8443.14416714239,8842.08324191312,9245.23710791386,9691.79584845553,10183.2088829681,10707.4724534967,11245.4975320957,11783.1398682433,12321.7704808231,12871.6031342556,13440.3933216559,14026.054309996,
IIASA GDP,SSP3,R5.2REF,GDP|PPP,billion US$2005/yr,2904.9787291288,3941.48717635409,4952.23348958855,5921.37144979245,6706.14416624032,7302.50821499756,7778.52448720024,8202.49832576147,8612.8465951571,9031.87325741084,9490.65224068569,10005.8651962162,10589.5260513622,11247.0195175477,11976.3090025906,12777.919222151,13653.3269154079,14605.1235266796,15629.6307317751,
IIASA GDP,SSP4,R5.2REF,GDP|PPP,billion US$2005/yr,2904.9787291288,3925.65341376414,4879.40088732937,5723.95955219602,6310.89378536788,6663.66221159915,6866.53571995864,6988.20867364722,7056.88794861477,7098.40944860148,7139.41256657336,7187.34571316147,7240.51990421376,7294.06234362727,7341.92714940603,7385.19390479985,7427.26837397978,7467.22578936046,7499.13978068289,
IIASA GDP,SSP5,R5.2REF,GDP|PPP,billion US$2005/yr,2904.9787291288,3922.95117245417,4981.10006822547,6136.98289313944,7229.57656343995,8150.23535599112,8892.63792242342,9559.58787241559,10240.553938993,11004.9083336521,11887.5384304555,12867.7916476245,13912.9839729795,14977.3649541006,16025.6429287277,17045.3107811849,18029.3882632561,18968.3904915447,19847.2567309379,
OECD Env-Growth,SSP1,R5.2REF,GDP|PPP,billion US$2005/yr,2854.636,3504.179,4280.51,5244.684,6413.965,7685.626,8875.322,9859.855,10602.964,11231.559,11895.179,12540.789,13047.26,13355.267,13549.386,13687.996,13803.824,13890.338,13878.685,
OECD Env-Growth,SSP2,R5.2REF,GDP|PPP,billion US$2005/yr,2854.636,3512.947,4270.468,5118.958,6002.74,6867.054,7677.745,8382.192,8984.418,9594.645,10331.606,11124.697,11912.56,12634.137,13307.59,13968.607,14642.466,15324.761,15973.895,
OECD Env-Growth,SSP3,R5.2REF,GDP|PPP,billion US$2005/yr,2854.636,3515.076,4256.867,5009.24,5722.059,6367.891,6926.806,7317.732,7550.697,7761.571,8087.909,8519.571,8996.83,9483.024,9980.406,10458.264,10970.194,11501.629,12023.934,
OECD Env-Growth,SSP4,R5.2REF,GDP|PPP,billion US$2005/yr,2854.636,3501.748,4236.323,5071.353,5995.01,6960.976,7869.929,8613.014,9173.948,9686.967,10288.357,10885.523,11412.299,11808.64,12117.278,12372.948,12601.91,12798.012,12916.988,
OECD Env-Growth,SSP5,R5.2REF,GDP|PPP,billion US$2005/yr,2854.636,3506.939,4312.129,5490.206,7063.438,8920.67,10752.673,12383.992,13750.372,15015.044,16385.308,17796.982,19086.123,20162.94,21136.705,22077.765,23022.379,23950.745,24743.439,
PIK GDP-32,SSP1,R5.2REF,GDP|PPP,billion US$2005/yr,3045.99925637354,3400.4030180366,3808.67155483533,4340.19831035412,5001.32875384316,5818.23850170976,6676.17625626342,7551.32632844336,8301.37464835283,8977.43120131824,9763.95757452265,10599.4480461324,11301.4270835087,11734.9778895731,12063.1327862509,12395.6924280181,12820.5635258293,13249.0287013484,13536.0019788834,
PIK GDP-32,SSP2,R5.2REF,GDP|PPP,billion US$2005/yr,3045.99925637354,3434.52413642934,3853.0795406566,4358.98673550403,4974.11000291213,5711.25979155451,6453.68831636239,7190.0263155525,7838.35122130264,8489.29810517075,9322.04484169742,10278.5188634256,11201.6159017442,11978.4412912475,12706.9312176356,13475.1221344218,14320.6040646591,15220.9111175067,16091.6972059493,
PIK GDP-32,SSP3,R5.2REF,GDP|PPP,billion US$2005/yr,3045.99925637354,3420.94446613436,3763.71208076252,4109.33325579086,4487.95396923291,4900.27963682637,5230.14183370628,5476.88066901581,5640.9619931152,5816.39639750858,6130.47695895581,6529.61771998968,6907.11424809086,7215.81992365785,7496.99073846686,7800.08913296721,8145.95819481527,8510.84126685053,8859.09718072176,
PIK GDP-32,SSP4,R5.2REF,GDP|PPP,billion US$2005/yr,3045.99925637354,3481.67788825707,3952.46883881099,4515.53390861036,5170.33473888584,5930.54584094929,6665.18581913259,7351.9044179852,7913.79815227457,8424.89680303906,9065.68578814456,9768.24570873102,10374.2477521584,10758.1779165856,11060.8636269034,11354.5109405927,11680.0991425677,12021.0361535768,12278.431529504,
PIK GDP-32,SSP5,R5.2REF,GDP|PPP,billion US$2005/yr,3045.99925637354,3345.29578486263,3721.04300747573,4251.32453055603,4945.0456303791,5837.37945941758,6825.78189436829,7898.70560648905,8888.09709673812,9853.14194413908,10997.5070318255,12260.0491416397,13456.436740379,14453.1801377832,15439.4646148935,16569.6013110204,17966.9958278042,19469.5363287486,20848.9508464035,
IIASA GDP,SSP1,ROU,GDP|PPP,billion US$2005/yr,214.431958920111,269.316918797111,334.885838620676,402.204579497269,457.275794080606,499.402454523333,529.433892993598,550.192948673725,563.748064171504,574.571739443153,584.691131999647,594.330665291706,602.862391037951,608.61271027738,611.592642768705,611.791535858399,609.637857121332,604.319558324602,599.0230195873,
IIASA GDP,SSP2,ROU,GDP|PPP,billion US$2005/yr,214.431958920111,270.090918653035,334.794038150083,398.337674356815,448.013564285271,485.858033523173,514.183324539918,536.200328697966,552.68520150655,565.862391244167,577.194737162694,587.423652369127,596.730168336648,605.356045280718,614.138283017277,624.011187245546,636.070267172355,650.39896470338,667.04568287985,
IIASA GDP,SSP3,ROU,GDP|PPP,billion US$2005/yr,214.431958920111,269.826591467511,332.447938635336,391.645442049586,435.345350533248,466.853321390092,488.965005836813,505.471238747626,517.80034907967,527.790815854092,536.345796323428,545.047429791913,556.156361571351,571.770464423434,593.059303012263,620.302330382117,653.245112414819,691.372948980552,734.1007145029,
IIASA GDP,SSP4,ROU,GDP|PPP,billion US$2005/yr,214.431958920111,268.687381041119,327.378185174552,378.525245846095,410.541002635854,428.682859777826,436.67675411596,437.890353569799,432.896008193665,424.196432264088,413.309931221715,401.730149082009,390.002467876678,377.906039915141,366.283139060795,355.904109911216,347.466707140939,340.569340221469,334.87996566506,
IIASA GDP,SSP5,ROU,GDP|PPP,billion US$2005/yr,214.431958920111,269.52381004163,337.060754815662,409.841538727076,474.668702207503,530.004268434849,575.179599910754,613.371728020503,648.39403185849,684.136684146068,721.438338418576,759.183649759415,796.083448150136,829.475170922756,858.921469125374,884.004469462255,905.017444101219,920.465799829563,934.936434523424,
OECD Env-Growth,SSP1,ROU,GDP|PPP,billion US$2005/yr,234.124,255.365,300.584,356.653,424.498,498.346,570.902,635.989,693.068,739.904,786.012,824.51,853.448,870.507,880.142,883.849,881.511,874.371,861.346,
OECD Env-Growth,SSP2,ROU,GDP|PPP,billion US$2005/yr,234.124,255.562,299.725,346.698,392.816,433.452,470.979,504.344,535.898,564.211,595.965,626.274,654.799,680.529,705.498,730.644,756.735,783.647,810.6,
OECD Env-Growth,SSP3,ROU,GDP|PPP,billion US$2005/yr,234.124,256.357,300.818,341.759,374.222,393.929,407.964,416.883,424.193,429.437,438.468,448.562,460.208,473.206,487.634,503.357,521.368,541.869,564.71,
OECD Env-Growth,SSP4,ROU,GDP|PPP,billion US$2005/yr,234.124,255.195,298.699,343.866,389.111,429.145,465.652,496.641,525.386,549.744,576.381,599.316,617.657,630.324,640.036,647.577,654.634,661.496,666.398,
OECD Env-Growth,SSP5,ROU,GDP|PPP,billion US$2005/yr,234.124,255.166,301.073,365.801,453.09,555.072,657.795,754.343,844.018,924.393,1007.47,1084.586,1152.38,1207.221,1254.383,1295.595,1330.129,1359.339,1380.832,
IIASA GDP,SSP1,RUS,GDP|PPP,billion US$2005/yr,2050.95323737081,2574.68689020874,2960.00226804717,3277.98425338952,3525.31932630754,3731.84629783059,3919.07187765613,4088.55326210742,4244.85304116895,4412.5277835206,4611.73389733756,4838.48784137256,5079.02360864496,5315.78325005257,5535.33320653071,5733.71886593131,5910.54161952845,6066.5708676964,6201.46527584052,
IIASA GDP,SSP2,RUS,GDP|PPP,billion US$2005/yr,2050.95323737081,2589.46973627536,2982.22653419306,3286.65688345266,3506.7507954659,3694.02221924867,3884.12394692405,4082.48249983626,4281.32707388741,4493.59652796901,4735.73442789311,5009.18994848003,5305.24354253938,5611.02070633861,5916.6194984828,6219.97052932298,6524.85082641744,6834.57270009262,7147.66461665735,
IIASA GDP,SSP3,RUS,GDP|PPP,billion US$2005/yr,2050.95323737081,2591.36460631904,2971.21974361731,3234.69465041136,3391.85521211667,3509.53686743721,3632.61457902543,3772.75372111121,3926.39574400056,4094.70879340605,4290.64951305081,4525.15384938509,4803.52572747176,5125.79830999199,5487.86547370697,5886.30559242557,6320.17433755393,6789.88706178611,7292.47597652956,
IIASA GDP,SSP4,RUS,GDP|PPP,billion US$2005/yr,2050.95323737081,2579.61009806636,2931.82022246557,3155.53977514895,3262.06714186405,3319.44066266513,3369.43429255246,3417.75516752632,3454.82402906581,3483.4886998975,3514.93880914878,3551.61416797715,3591.14569693952,3629.92669992899,3663.93338641142,3692.28858522542,3716.44296489178,3735.81244518895,3747.04260196502,
IIASA GDP,SSP5,RUS,GDP|PPP,billion US$2005/yr,2050.95323737081,2580.30143699054,2996.11383792595,3387.21026755186,3751.22557515161,4105.70377226583,4458.25450497326,4827.61061146239,5227.98538585494,5684.43632330036,6214.22399969034,6806.52581936243,7438.9429617796,8081.68116800265,8711.40325844924,9317.98950108774,9895.87325138912,10439.5823279245,10938.8022410637,
OECD Env-Growth,SSP1,RUS,GDP|PPP,billion US$2005/yr,2015.118,2444.526,2942.177,3536.191,4265.178,5041.563,5729.008,6253.428,6607.07,6887.941,7207.741,7512.449,7725.967,7820.389,7848.797,7857.357,7864.459,7863.518,7805.936,
OECD Env-Growth,SSP2,RUS,GDP|PPP,billion US$2005/yr,2015.118,2449.874,2931.945,3447.356,3986.781,4502.304,4968.223,5347.503,5655.618,5974.901,6391.654,6832.147,7263.317,7648.202,7993.814,8326.554,8663.873,9003.11,9315.885,
OECD Env-Growth,SSP3,RUS,GDP|PPP,billion US$2005/yr,2015.118,2449.057,2914.395,3357.992,3777.636,4152.523,4459.877,4641.809,4720.246,4795.705,4958.011,5185.711,5439.27,5697.387,5960.025,6196.671,6452.196,6711.39,6951.177,
OECD Env-Growth,SSP4,RUS,GDP|PPP,billion US$2005/yr,2015.118,2442.99,2911.386,3422.878,3995.421,4591.921,5138.977,5559.224,5857.669,6133.355,6484.142,6819.957,7107.073,7309.635,7451.12,7559.355,7650.118,7718.976,7737.626,
OECD Env-Growth,SSP5,RUS,GDP|PPP,billion US$2005/yr,2015.118,2448.329,2971.309,3726.042,4743.159,5929.019,7064.472,8032.703,8809.905,9522.804,10321.731,11141.234,11875.804,12475.165,13007.313,13531.108,14065.234,14591.531,15024.612,
IIASA GDP,SSP1,RWA,GDP|PPP,billion US$2005/yr,11.0709915467098,15.6531600816751,20.2861228074359,24.8739309862609,30.3496452781903,37.3558254878592,46.6866523688418,59.1671751260413,75.8493742772437,97.2582079763003,124.313607181243,156.874989721556,194.309025603755,234.740062765783,277.557967790181,327.744906847861,384.358236297364,443.509388003264,499.539200427313,
IIASA GDP,SSP2,RWA,GDP|PPP,billion US$2005/yr,11.0709915467098,14.8329178254782,18.0579310734769,20.9057174482072,24.4070164534009,28.6574155325113,33.9513304543733,40.6327590808125,49.2009923417025,59.9139048949684,73.3115853731387,89.6417872060959,109.219524905619,132.171930914157,159.083381990541,190.614780804217,227.358107201095,269.400683372366,316.241881668026,
IIASA GDP,SSP3,RWA,GDP|PPP,billion US$2005/yr,11.0709915467098,14.2477395529392,16.3520434902416,17.6867222270565,19.3074555194375,21.0879622776611,23.0905249041735,25.3694145599973,28.0157735916739,31.0164381852378,34.4024044163817,38.0613089882378,41.9057068592877,45.8359949517569,49.859141729616,54.0069697601037,58.310578509488,62.7234421693689,67.2317924688804,
IIASA GDP,SSP4,RWA,GDP|PPP,billion US$2005/yr,11.0709915467098,14.2333942373292,16.4111118652509,17.9794766109231,20.1012222226373,22.711261189542,25.9252415944351,29.842404278202,34.6451252175797,40.435788394481,47.3825000556892,55.4300454352067,64.512197992982,74.5186630728309,85.4973015649501,97.5549504046086,110.811237143856,125.245686319037,140.889168464662,
IIASA GDP,SSP5,RWA,GDP|PPP,billion US$2005/yr,11.0709915467098,15.6736945324825,20.5406968465861,25.8174478689015,32.7033190413064,42.1462491174403,55.3865759880255,73.8827190292723,99.5764936104776,133.926683948189,178.994369057445,235.379300580044,302.597183795323,377.759728346333,459.502462808565,555.827624251862,665.249153926543,782.365636441278,908.472352114156,
OECD Env-Growth,SSP1,RWA,GDP|PPP,billion US$2005/yr,11.057,15.588,21.72,31.635,46.865,69.449,100.651,141.665,193.498,257.445,334.865,424.639,524.802,631.154,743.125,859.408,978.318,1097.09,1210.62,
OECD Env-Growth,SSP2,RWA,GDP|PPP,billion US$2005/yr,11.057,15.78,22.017,30.896,42.639,57.661,77.102,101.893,133.066,172.205,221.215,281.119,352.748,436.124,532.159,641.89,766.458,905.738,1058.263,
OECD Env-Growth,SSP3,RWA,GDP|PPP,billion US$2005/yr,11.057,15.925,22.27,29.97,38.695,47.983,58.621,70.776,84.64,100.801,119.811,141.854,166.935,194.836,225.513,259.002,295.446,334.669,376.453,
OECD Env-Growth,SSP4,RWA,GDP|PPP,billion US$2005/yr,11.057,15.927,22.225,29.559,37.473,45.069,53.247,62.11,71.771,82.603,94.847,108.458,123.334,139.219,156.025,173.849,192.791,212.815,233.938,
OECD Env-Growth,SSP5,RWA,GDP|PPP,billion US$2005/yr,11.057,15.588,21.839,32.892,51.569,81.215,123.303,179.864,252.803,344.69,458.483,594.234,750.624,923.321,1113.143,1319.649,1541.862,1776.964,2017.61,
IIASA GDP,SSP1,SAU,GDP|PPP,billion US$2005/yr,545.648341670808,667.705417480728,712.923191746436,764.296276727617,848.896087330324,966.977030797897,1109.04219742554,1260.39793415416,1402.19428391699,1522.90515320993,1623.97778367187,1720.10368046973,1822.79248720832,1935.24014962237,2054.8548108682,2177.31392216596,2298.94237988548,2411.65053084299,2509.75599958563,
IIASA GDP,SSP2,SAU,GDP|PPP,billion US$2005/yr,545.648341670808,669.09042056195,716.042338514812,769.582622940871,859.023265894174,986.1029457316,1142.50145896619,1314.33848507159,1483.24113896595,1637.92581286709,1777.04183637244,1906.71706189443,2038.4816344472,2178.26663035101,2328.53412307321,2486.54705510934,2648.89904031643,2812.26691597564,2974.23922796865,
IIASA GDP,SSP3,SAU,GDP|PPP,billion US$2005/yr,545.648341670808,667.95307238154,711.8871196885,749.582537371574,813.961829343311,910.660751544952,1038.92109064174,1189.65983050505,1349.8016700773,1511.99844162803,1673.66944002232,1836.45004027743,2002.8727037207,2176.8273937,2360.68210312563,2559.46242829027,2775.69791268667,3009.79778196278,3259.62915576937,
IIASA GDP,SSP4,SAU,GDP|PPP,billion US$2005/yr,545.648341670808,672.207814935781,724.857603294966,775.896657429332,854.961985247824,968.432432361812,1116.45108031148,1290.60047572903,1477.87726342631,1670.59609282771,1864.98903037449,2059.64228837131,2256.00587647651,2457.93283106822,2667.88732900015,2891.04717079858,3129.16146318044,3381.0710723439,3642.54226260254,
IIASA GDP,SSP5,SAU,GDP|PPP,billion US$2005/yr,545.648341670808,670.769082115152,726.867151561935,799.858591131781,917.140862615588,1077.83510053162,1270.34314593668,1477.03708657351,1675.09879241307,1858.28864222968,2047.52686408346,2258.86841094092,2499.38063923659,2764.73215730154,3049.73225562538,3347.73807991695,3653.18660291595,3953.00278055722,4236.63144812797,
OECD Env-Growth,SSP1,SAU,GDP|PPP,billion US$2005/yr,563.632,728.092,892.067,1087.365,1327.419,1565.661,1800.413,2024.779,2233.451,2433.626,2634.806,2832.305,3011.952,3171.014,3325.731,3470.443,3603.275,3714.354,3793.669,
OECD Env-Growth,SSP2,SAU,GDP|PPP,billion US$2005/yr,563.632,731.943,901.722,1095.863,1321.315,1529.975,1746.902,1957.948,2157.092,2357.088,2567.493,2788.237,3013.633,3245.853,3492.951,3748.544,4010.404,4271.525,4526.371,
OECD Env-Growth,SSP3,SAU,GDP|PPP,billion US$2005/yr,563.632,731.455,900.64,1093.311,1329.943,1570.287,1813.803,2027.661,2190.211,2310.447,2408.984,2504.315,2604.364,2717.437,2847.964,2991.431,3147.392,3313.091,3486.56,
OECD Env-Growth,SSP4,SAU,GDP|PPP,billion US$2005/yr,563.632,736.114,918.466,1140.394,1433.978,1763.586,2119.827,2473.28,2804.399,3127.004,3462.639,3825.757,4226.222,4675.469,5180.102,5731.919,6327.564,6961.299,7629.629,
OECD Env-Growth,SSP5,SAU,GDP|PPP,billion US$2005/yr,563.632,732.721,908.468,1142.889,1475.347,1875.487,2321.638,2775.012,3206.02,3620.062,4035.928,4455.058,4861.839,5253.754,5653.018,6055.508,6456.18,6836.439,7174.79,
IIASA GDP,SSP1,SDN,GDP|PPP,billion US$2005/yr,93.6711083764213,130.980016634147,175.763575033605,234.988337499088,307.745183907782,393.764719594342,475.798184693224,560.772302951399,659.971552812454,785.779623853728,938.481113810638,1111.19321754786,1292.43946843061,1468.86795734055,1629.66280406773,1767.88306653084,1881.4066596068,1970.96488451202,2044.18516342594,
IIASA GDP,SSP2,SDN,GDP|PPP,billion US$2005/yr,93.6711083764213,127.024215335568,164.431094705208,212.181571867615,270.625803914513,338.217784759005,410.810109577747,490.407547259259,575.961969534388,671.930971253644,782.281198989677,909.344540488199,1056.44688472385,1224.48244218167,1410.83372522897,1608.81763807498,1810.56118412708,2008.2462253262,2195.91674579689,
IIASA GDP,SSP3,SDN,GDP|PPP,billion US$2005/yr,93.6711083764213,123.212327637202,152.371954063848,184.442156273816,219.430908299634,254.0797003914,284.536338621699,311.614936732938,335.073510017957,357.874792622191,382.847285421142,411.505173059943,443.31249887358,477.404972619147,513.346985059969,550.602314746493,589.455194779176,629.819256691455,672.147345852745,
IIASA GDP,SSP4,SDN,GDP|PPP,billion US$2005/yr,93.6711083764213,122.759566034479,151.901521580264,184.879813762724,222.933589794198,263.275951567783,302.572587094477,341.528101214751,379.542893449353,419.761384229234,465.739726398442,519.533284272599,580.677691218634,648.196795393549,721.761549783357,800.923049759558,886.423413719607,978.427308916342,1077.83429733443,
IIASA GDP,SSP5,SDN,GDP|PPP,billion US$2005/yr,93.6711083764213,131.196153581528,177.92111904127,243.326609079716,329.4026463475,438.215849077043,551.506372810421,676.431984670221,826.507466119177,1018.57273800598,1255.2517504763,1528.5895130359,1822.33145029422,2115.79173799645,2391.08513398045,2668.79518937746,2975.50658378353,3326.24704785199,3717.18037840776,
OECD Env-Growth,SSP1,SDN,GDP|PPP,billion US$2005/yr,88.125,97.496,140.428,192.052,270.197,385.06,542.598,750.812,1016.528,1346.446,1743.014,2199.595,2703.83,3252.036,3823.415,4413.949,5011.09,5597.6,6158.043,
OECD Env-Growth,SSP2,SDN,GDP|PPP,billion US$2005/yr,88.125,98.954,143.68,190.677,251.296,328.398,429.305,559.388,723.949,930.143,1186.836,1502.176,1882.007,2330.289,2846.779,3432.818,4088.666,4812.241,5592.931,
OECD Env-Growth,SSP3,SDN,GDP|PPP,billion US$2005/yr,88.125,100.316,146.679,190.2,239.335,293.722,358.799,435.379,523.304,623.845,740.613,876.514,1033.527,1212.71,1411.618,1632.114,1876.295,2146.518,2440.325,
OECD Env-Growth,SSP4,SDN,GDP|PPP,billion US$2005/yr,88.125,100.473,147.116,188.58,231.459,272.486,316.712,364.275,414.476,467.998,526.559,591.317,662.833,741.5,826.327,918.548,1019.44,1130.41,1251.053,
OECD Env-Growth,SSP5,SDN,GDP|PPP,billion US$2005/yr,88.125,97.59,141.372,198.338,293.127,442.913,655.886,945.613,1324.997,1808.684,2405.968,3114.637,3923.937,4835.182,5824.036,6890.068,8018.97,9186.408,10368.344,
IIASA GDP,SSP1,SEN,GDP|PPP,billion US$2005/yr,17.9149904081702,24.0141574382527,31.4342913695493,41.2313061436549,52.6799153685824,66.2916640492671,82.3966668163148,101.59657715478,124.328172244547,150.119872175368,178.175585753879,208.016324937904,241.441115315555,278.230839224503,317.079684757791,355.746285631518,392.76604506995,427.202249349028,458.708975846546,
IIASA GDP,SSP2,SEN,GDP|PPP,billion US$2005/yr,17.9149904081702,22.8110788700201,28.0143203607622,34.4288218391223,41.7994333156405,50.2958896139288,60.0443484567921,71.4774858880564,85.0431566972507,100.960857621146,119.353764838119,140.640816460353,165.319907468863,193.862807424824,226.881046091294,264.808002768099,307.700752313098,355.174767883438,406.416339195078,
IIASA GDP,SSP3,SEN,GDP|PPP,billion US$2005/yr,17.9149904081702,22.1824356039127,26.2264589562927,30.6873379690925,35.3191272411802,39.9400305617971,44.4732212561699,49.0425910947498,53.9131138927721,59.2989440218133,65.242921480005,71.7306728572682,78.7003389622561,86.0568782096342,93.7570879163618,101.818648869559,110.344756916734,119.369296085139,128.98365285606,
IIASA GDP,SSP4,SEN,GDP|PPP,billion US$2005/yr,17.9149904081702,22.1206196419375,26.1290499264469,30.6622634299554,35.7029120523702,41.2048771922098,47.2341238197521,53.9787163025317,61.8348371744337,71.1732101889005,82.1792352876438,94.9446250851861,109.501011670513,125.846487149953,144.051335771816,164.302747683651,186.937129909527,212.193391154005,240.422042344318,
IIASA GDP,SSP5,SEN,GDP|PPP,billion US$2005/yr,17.9149904081702,23.9999155307003,31.5974826719033,42.0763817093297,55.1346217589442,71.687366352308,92.4526222955797,118.407728576926,150.323058575874,187.743971281277,229.658654579196,275.454187684038,327.957062692181,386.927010352761,450.371719052958,514.783162774958,578.524218867746,648.013050801623,729.294776033893,
OECD Env-Growth,SSP1,SEN,GDP|PPP,billion US$2005/yr,21.61,25.957,33.917,46.666,65.615,93.15,130.848,180.07,241.957,317.313,405.712,505.726,614.187,727.984,847.086,969.927,1093.652,1215.45,1331.819,
OECD Env-Growth,SSP2,SEN,GDP|PPP,billion US$2005/yr,21.61,26.368,34.502,45.789,60.497,79.196,103.721,135.506,176.219,227.712,291.739,370.085,464.086,574.713,703.426,851.405,1019.207,1206.69,1412.852,
OECD Env-Growth,SSP3,SEN,GDP|PPP,billion US$2005/yr,21.61,26.77,35.615,46.109,57.881,70.399,85.155,102.493,122.71,146.369,173.965,206.155,243.252,285.411,332.78,385.436,443.882,508.461,579.748,
OECD Env-Growth,SSP4,SEN,GDP|PPP,billion US$2005/yr,21.61,26.72,35.374,45.253,55.841,66.074,77.511,90.347,104.688,120.802,138.802,159.016,181.528,206.268,233.213,262.508,294.497,329.508,368.084,
