Model,Scenario,Region,Variable,Unit,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,Notes
IIASA-WiC POP,SSP5,R32MEA-M,Population,million,164.562357,179.168488729139,192.434692156043,203.905791140721,213.720851401023,222.582554670889,230.216391016873,236.18558122494,240.249095466635,242.606413969773,243.382813273848,242.858529018808,241.048862203815,237.924639606706,233.538668133375,227.766866672671,220.887299033795,213.041879866431,204.159007337474,
NCAR,SSP1,R32MEA-M,Population,million,164.562357,179.268001345077,192.762729887025,204.630900056144,214.9077243035,224.289406942071,232.495825604488,239.093563386079,243.820577868163,246.858529469689,248.318372720304,248.416035287978,247.152957398397,244.486069330948,240.455949209839,234.915331017081,228.132710424141,220.248373098272,211.183515282089,
NCAR,SSP2,R32MEA-M,Population,million,164.562357,180.643502351957,196.653945249612,211.89444111138,226.297210985483,240.050214975027,253.12592626775,265.039293744533,275.452670859343,284.208358360823,291.254890080768,296.808766673239,301.005243135309,303.760951352987,305.199498597142,305.547220872258,305.074889256344,304.020800925538,302.394679015183,
NCAR,SSP3,R32MEA-M,Population,million,164.562357,181.899112023173,201.104137704357,221.195985493837,241.751620063316,262.213095873762,282.991985786225,304.192367123172,325.602018246006,346.514817415014,366.702223169872,386.237141714181,405.562598339306,424.975807267317,444.684905626232,464.779126953495,485.118955433736,505.567553111676,526.143359522563,
NCAR,SSP4,R32MEA-M,Population,million,164.562357,181.173944187267,198.971005547627,217.101221063764,235.27601209436,253.157260983368,270.959560467826,288.703698017496,306.231940617223,323.065558482829,338.965000498315,353.996740101162,368.445127638331,382.465900161839,396.239144078941,409.960894891559,423.680150584529,437.427785712265,451.256861545352,
NCAR,SSP5,R32MEA-M,Population,million,164.562357,179.168488729139,192.434692156043,203.905791140721,213.720851401023,222.582554670889,230.216391016873,236.18558122494,240.249095466635,242.606413969773,243.382813273848,242.858529018808,241.048862203815,237.924639606706,233.538668133375,227.766866672671,220.887299033795,213.041879866431,204.159007337474,
OECD Env-Growth,SSP1,R32MEA-M,Population,million,164.564,179.268,192.762,204.63,214.907,224.289,232.495,239.093,243.82,246.858,248.319,248.416,247.153,244.487,240.456,234.915,228.133,220.249,211.183,
OECD Env-Growth,SSP2,R32MEA-M,Population,million,164.564,180.643,196.654,211.895,226.296,240.049,253.125,265.039,275.452,284.208,291.255,296.808,301.005,303.76,305.2,305.546,305.075,304.021,302.394,
OECD Env-Growth,SSP3,R32MEA-M,Population,million,164.564,181.899,201.105,221.196,241.752,262.213,282.992,304.193,325.602,346.515,366.702,386.237,405.562,424.976,444.685,464.78,485.119,505.567,526.142,
OECD Env-Growth,SSP4,R32MEA-M,Population,million,164.564,181.172,198.972,217.101,235.276,253.156,270.96,288.704,306.232,323.065,338.964,353.997,368.445,382.467,396.239,409.962,423.679,437.429,451.257,
OECD Env-Growth,SSP5,R32MEA-M,Population,million,164.564,179.169,192.434,203.907,213.722,222.583,230.217,236.185,240.249,242.605,243.382,242.859,241.049,237.925,233.539,227.767,220.887,213.042,204.16,
PIK GDP-32,SSP1,R32MEA-M,Population,million,164.562357,179.268001345077,192.762729887025,204.630900056144,214.9077243035,224.289406942071,232.495825604488,239.093563386079,243.820577868163,246.858529469689,248.318372720304,248.416035287978,247.152957398397,244.486069330948,240.455949209839,234.915331017081,228.132710424141,220.248373098272,211.183515282089,
PIK GDP-32,SSP2,R32MEA-M,Population,million,164.562357,180.643502351957,196.653945249612,211.89444111138,226.297210985483,240.050214975027,253.12592626775,265.039293744533,275.452670859343,284.208358360823,291.254890080769,296.808766673239,301.005243135309,303.760951352987,305.199498597142,305.547220872258,305.074889256344,304.020800925538,302.394679015183,
PIK GDP-32,SSP3,R32MEA-M,Population,million,164.562357,181.899112023173,201.104137704357,221.195985493837,241.751620063316,262.213095873762,282.991985786225,304.192367123171,325.602018246006,346.514817415014,366.702223169872,386.237141714181,405.562598339306,424.975807267316,444.684905626231,464.779126953496,485.118955433735,505.567553111677,526.143359522562,
PIK GDP-32,SSP4,R32MEA-M,Population,million,164.562357,181.173944187267,198.971005547627,217.101221063764,235.27601209436,253.157260983368,270.959560467826,288.703698017496,306.231940617223,323.065558482829,338.965000498316,353.996740101161,368.445127638331,382.46590016184,396.239144078941,409.96089489156,423.68015058453,437.427785712266,451.256861545352,
PIK GDP-32,SSP5,R32MEA-M,Population,million,164.562357,179.168488729139,192.434692156043,203.905791140721,213.720851401023,222.582554670889,230.216391016873,236.185581224941,240.249095466635,242.606413969773,243.382813273848,242.858529018808,241.048862203815,237.924639606706,233.538668133375,227.766866672671,220.887299033795,213.041879866431,204.159007337474,
IIASA GDP,SSP1,R32MEX,Population,million,113.423046992492,119.291908932802,124.230306199548,128.155515671209,131.005033941682,133.023809994507,134.126173241767,134.279804328391,133.521984041365,132.026288851056,129.883575217373,127.396803055338,124.604508834623,121.547990561804,118.26259503634,114.40678096562,110.054201247668,105.230889251993,99.745156231541,
IIASA GDP,SSP2,R32MEX,Population,million,113.423046992492,119.972560080272,126.182754015623,131.811623082743,136.747264162289,140.908186165378,144.298120028609,146.898369532755,148.719034317499,149.772364946472,150.033045955764,149.955265547486,149.685080021801,149.19590966402,148.420625968558,147.340553715364,145.998488445407,144.559237368151,143.065798726798,
IIASA GDP,SSP3,R32MEX,Population,million,113.423046992492,120.793645542016,128.798671892227,137.178342694291,145.517882517712,153.364075749822,160.857000019253,168.123381260312,175.156596482823,181.808311036919,188.086672576912,194.251645099035,200.418378382978,206.60441680968,212.751117398464,218.856218639878,224.984368761242,231.238976946693,237.648534092874,
IIASA GDP,SSP4,R32MEX,Population,million,113.423046992492,119.458574259838,124.817830476469,129.187678822925,132.429144815736,134.749665321025,136.060876339114,136.33716932762,135.602476103899,134.044470299807,131.78213406462,129.127375421523,126.130416386664,122.83266184108,119.268743858616,115.445670580498,111.402917309274,107.188011890428,102.885007268148,
IIASA GDP,SSP5,R32MEX,Population,million,113.423046992492,118.966977015193,123.222160145424,126.058082969237,127.761115923395,128.594853504107,128.504123173986,127.480127885184,125.581691544823,122.99781167773,119.835556431547,116.521789751168,113.099007888182,109.611114581766,106.092652970998,102.228227999995,98.0830751360884,93.6716403999188,88.8128029541732,
IIASA-WiC POP,SSP1,R32MEX,Population,million,113.423046992492,119.291908932802,124.230306199548,128.155515671209,131.005033941682,133.023809994507,134.126173241767,134.279804328391,133.521984041365,132.026288851056,129.883575217373,127.396803055338,124.604508834623,121.547990561804,118.26259503634,114.40678096562,110.054201247668,105.230889251993,99.745156231541,
IIASA-WiC POP,SSP2,R32MEX,Population,million,113.423046992492,119.972560080272,126.182754015623,131.811623082743,136.747264162289,140.908186165378,144.298120028609,146.898369532755,148.719034317499,149.772364946472,150.033045955764,149.955265547486,149.685080021801,149.19590966402,148.420625968558,147.340553715364,145.998488445407,144.559237368151,143.065798726798,
IIASA-WiC POP,SSP3,R32MEX,Population,million,113.423046992492,120.793645542016,128.798671892227,137.178342694291,145.517882517712,153.364075749822,160.857000019253,168.123381260312,175.156596482823,181.808311036919,188.086672576912,194.251645099035,200.418378382978,206.60441680968,212.751117398464,218.856218639878,224.984368761242,231.238976946693,237.648534092874,
IIASA-WiC POP,SSP4,R32MEX,Population,million,113.423046992492,119.458574259838,124.817830476469,129.187678822925,132.429144815736,134.749665321025,136.060876339114,136.33716932762,135.602476103899,134.044470299807,131.78213406462,129.127375421523,126.130416386664,122.83266184108,119.268743858616,115.445670580498,111.402917309274,107.188011890428,102.885007268148,
IIASA-WiC POP,SSP5,R32MEX,Population,million,113.423046992492,118.966977015193,123.222160145424,126.058082969237,127.761115923395,128.594853504107,128.504123173986,127.480127885184,125.581691544823,122.99781167773,119.835556431547,116.521789751168,113.099007888182,109.611114581766,106.092652970998,102.228227999995,98.0830751360884,93.6716403999188,88.8128029541732,
NCAR,SSP1,R32MEX,Population,million,113.423046992492,119.291908932802,124.230306199548,128.155515671209,131.005033941682,133.023809994507,134.126173241767,134.279804328391,133.521984041365,132.026288851056,129.883575217373,127.396803055338,124.604508834623,121.547990561804,118.26259503634,114.40678096562,110.054201247668,105.230889251993,99.745156231541,
NCAR,SSP2,R32MEX,Population,million,113.423046992492,119.972560080272,126.182754015623,131.811623082743,136.747264162289,140.908186165378,144.298120028609,146.898369532755,148.719034317499,149.772364946472,150.033045955764,149.955265547486,149.685080021801,149.19590966402,148.420625968558,147.340553715364,145.998488445407,144.559237368151,143.065798726798,
NCAR,SSP3,R32MEX,Population,million,113.423046992492,120.793645542016,128.798671892227,137.178342694291,145.517882517712,153.364075749822,160.857000019253,168.123381260312,175.156596482823,181.808311036919,188.086672576912,194.251645099035,200.418378382978,206.60441680968,212.751117398464,218.856218639878,224.984368761242,231.238976946693,237.648534092874,
NCAR,SSP4,R32MEX,Population,million,113.423046992492,119.458574259838,124.817830476469,129.187678822925,132.429144815736,134.749665321025,136.060876339114,136.33716932762,135.602476103899,134.044470299807,131.78213406462,129.127375421523,126.130416386664,122.83266184108,119.268743858616,115.445670580498,111.402917309274,107.188011890428,102.885007268148,
NCAR,SSP5,R32MEX,Population,million,113.423046992492,118.966977015193,123.222160145424,126.058082969237,127.761115923395,128.594853504107,128.504123173986,127.480127885184,125.581691544823,122.99781167773,119.835556431547,116.521789751168,113.099007888182,109.611114581766,106.092652970998,102.228227999995,98.0830751360884,93.6716403999188,88.8128029541732,
OECD Env-Growth,SSP1,R32MEX,Population,million,113.423,119.292,124.23,128.156,131.005,133.024,134.126,134.28,133.522,132.026,129.884,127.397,124.605,121.548,118.263,114.407,110.054,105.231,99.745,
OECD Env-Growth,SSP2,R32MEX,Population,million,113.423,119.973,126.183,131.812,136.747,140.908,144.298,146.898,148.719,149.772,150.033,149.955,149.685,149.196,148.421,147.341,145.998,144.559,143.066,
OECD Env-Growth,SSP3,R32MEX,Population,million,113.423,120.794,128.799,137.178,145.518,153.364,160.857,168.123,175.157,181.808,188.087,194.252,200.418,206.604,212.751,218.856,224.984,231.239,237.649,
OECD Env-Growth,SSP4,R32MEX,Population,million,113.423,119.459,124.818,129.188,132.429,134.75,136.061,136.337,135.602,134.044,131.782,129.127,126.13,122.833,119.269,115.446,111.403,107.188,102.885,
OECD Env-Growth,SSP5,R32MEX,Population,million,113.423,118.967,123.222,126.058,127.761,128.595,128.504,127.48,125.582,122.998,119.836,116.522,113.099,109.611,106.093,102.228,98.083,93.672,88.813,
PIK GDP-32,SSP1,R32MEX,Population,million,113.423046992492,119.291908932802,124.230306199548,128.155515671209,131.005033941682,133.023809994507,134.126173241766,134.279804328391,133.521984041365,132.026288851056,129.883575217373,127.396803055338,124.604508834623,121.547990561804,118.26259503634,114.40678096562,110.054201247668,105.230889251993,99.7451562315411,
PIK GDP-32,SSP2,R32MEX,Population,million,113.423046992492,119.972560080272,126.182754015623,131.811623082743,136.747264162289,140.908186165378,144.298120028609,146.898369532755,148.719034317499,149.772364946472,150.033045955764,149.955265547486,149.685080021801,149.19590966402,148.420625968557,147.340553715364,145.998488445408,144.559237368151,143.065798726798,
PIK GDP-32,SSP3,R32MEX,Population,million,113.423046992492,120.793645542016,128.798671892227,137.178342694291,145.517882517712,153.364075749822,160.857000019253,168.123381260312,175.156596482823,181.808311036919,188.086672576912,194.251645099035,200.418378382978,206.60441680968,212.751117398464,218.856218639878,224.984368761243,231.238976946693,237.648534092873,
PIK GDP-32,SSP4,R32MEX,Population,million,113.423046992492,119.458574259838,124.817830476469,129.187678822925,132.429144815736,134.749665321025,136.060876339114,136.33716932762,135.602476103899,134.044470299807,131.78213406462,129.127375421523,126.130416386665,122.83266184108,119.268743858616,115.445670580498,111.402917309274,107.188011890428,102.885007268148,
PIK GDP-32,SSP5,R32MEX,Population,million,113.423046992492,118.966977015193,123.222160145423,126.058082969237,127.761115923395,128.594853504107,128.504123173986,127.480127885184,125.581691544824,122.99781167773,119.835556431547,116.521789751168,113.099007888182,109.611114581766,106.092652970998,102.228227999995,98.0830751360884,93.6716403999188,88.8128029541732,
IIASA GDP,SSP1,R32NAF,Population,million,165.376743000088,176.462570189802,186.151785120088,194.060272218909,200.195806558173,205.279004296941,209.281283869391,211.994411610627,213.233838347071,213.118665085376,211.741346000971,209.355870238,206.006397549282,201.710013624617,196.549686571326,190.674292578135,184.314922401305,177.577620317038,170.12975465268,
IIASA GDP,SSP2,R32NAF,Population,million,165.376743000088,177.427765319162,188.814025248093,199.076710649572,208.080786209055,216.038598871484,223.092819406196,229.151648857751,233.907350909862,237.385917503572,239.603672302828,240.716189140101,240.747090765308,239.850201009939,238.310896435009,236.274331514412,233.907923423987,231.166051701285,228.146201244011,
IIASA GDP,SSP3,R32NAF,Population,million,165.376743000088,178.500432079666,192.264462169016,206.005032474343,219.204392529978,231.584504112787,243.535280099795,255.348865081787,266.918789101432,277.788359255538,287.701094614945,296.786211042503,305.353725224764,313.820799159776,322.471606385514,331.3006742026,340.149860684988,348.842137021194,357.315930799043,
IIASA GDP,SSP4,R32NAF,Population,million,165.376743000088,176.637864830398,186.676514965945,194.940188039836,201.329354930724,206.501668839235,210.446686495065,213.002936307667,213.971432328644,213.445995162517,211.429665090761,208.141577221741,203.707451676257,198.317375741272,192.241023395315,185.73902035011,178.989615426178,172.0479519144,164.9449390741,
IIASA GDP,SSP5,R32NAF,Population,million,165.376743000088,176.228973588738,185.404462168517,192.511367510227,197.81133834466,202.041557165054,205.177102702939,207.024913962702,207.423121792695,206.503122354203,204.364622301987,201.339614989616,197.479764923263,192.80975076087,187.415622245687,181.441845457132,175.107777729027,168.507206021517,161.31813256191,
IIASA-WiC POP,SSP1,R32NAF,Population,million,165.376743000088,176.462570189802,186.151785120088,194.060272218909,200.195806558173,205.279004296941,209.281283869391,211.994411610627,213.233838347071,213.118665085376,211.741346000971,209.355870238,206.006397549282,201.710013624617,196.549686571326,190.674292578135,184.314922401305,177.577620317038,170.12975465268,
IIASA-WiC POP,SSP2,R32NAF,Population,million,165.376743000088,177.427765319162,188.814025248093,199.076710649572,208.080786209055,216.038598871484,223.092819406196,229.151648857751,233.907350909862,237.385917503572,239.603672302828,240.716189140101,240.747090765308,239.850201009939,238.310896435009,236.274331514412,233.907923423987,231.166051701285,228.146201244011,
IIASA-WiC POP,SSP3,R32NAF,Population,million,165.376743000088,178.500432079666,192.264462169016,206.005032474343,219.204392529978,231.584504112787,243.535280099795,255.348865081787,266.918789101432,277.788359255538,287.701094614945,296.786211042503,305.353725224764,313.820799159776,322.471606385514,331.3006742026,340.149860684988,348.842137021194,357.315930799043,
IIASA-WiC POP,SSP4,R32NAF,Population,million,165.376743000088,176.637864830398,186.676514965945,194.940188039836,201.329354930724,206.501668839235,210.446686495065,213.002936307667,213.971432328644,213.445995162517,211.429665090761,208.141577221741,203.707451676257,198.317375741272,192.241023395315,185.73902035011,178.989615426178,172.0479519144,164.9449390741,
IIASA-WiC POP,SSP5,R32NAF,Population,million,165.376743000088,176.228973588738,185.404462168517,192.511367510227,197.81133834466,202.041557165054,205.177102702939,207.024913962702,207.423121792695,206.503122354203,204.364622301987,201.339614989616,197.479764923263,192.80975076087,187.415622245687,181.441845457132,175.107777729027,168.507206021517,161.31813256191,
NCAR,SSP1,R32NAF,Population,million,165.376743000088,176.462570189802,186.151785120088,194.060272218909,200.195806558173,205.279004296941,209.281283869391,211.994411610627,213.233838347071,213.118665085376,211.741346000971,209.355870238,206.006397549282,201.710013624617,196.549686571326,190.674292578135,184.314922401305,177.577620317038,170.12975465268,
NCAR,SSP2,R32NAF,Population,million,165.376743000088,177.427765319162,188.814025248093,199.076710649572,208.080786209055,216.038598871484,223.092819406196,229.151648857751,233.907350909862,237.385917503572,239.603672302828,240.716189140101,240.747090765308,239.850201009939,238.310896435009,236.274331514412,233.907923423987,231.166051701285,228.146201244011,
NCAR,SSP3,R32NAF,Population,million,165.376743000088,178.500432079666,192.264462169016,206.005032474343,219.204392529978,231.584504112787,243.535280099795,255.348865081787,266.918789101432,277.788359255538,287.701094614945,296.786211042503,305.353725224764,313.820799159776,322.471606385514,331.3006742026,340.149860684988,348.842137021194,357.315930799043,
NCAR,SSP4,R32NAF,Population,million,165.376743000088,176.637864830398,186.676514965945,194.940188039836,201.329354930724,206.501668839235,210.446686495065,213.002936307667,213.971432328644,213.445995162517,211.429665090761,208.141577221741,203.707451676257,198.317375741272,192.241023395315,185.73902035011,178.989615426178,172.0479519144,164.9449390741,
NCAR,SSP5,R32NAF,Population,million,165.376743000088,176.228973588738,185.404462168517,192.511367510227,197.81133834466,202.041557165054,205.177102702939,207.024913962702,207.423121792695,206.503122354203,204.364622301987,201.339614989616,197.479764923263,192.80975076087,187.415622245687,181.441845457132,175.107777729027,168.507206021517,161.31813256191,
OECD Env-Growth,SSP1,R32NAF,Population,million,165.376,176.463,186.153,194.062,200.195,205.278,209.281,211.995,213.233,213.118,211.741,209.356,206.007,201.71,196.549,190.674,184.316,177.579,170.129,
OECD Env-Growth,SSP2,R32NAF,Population,million,165.376,177.427,188.815,199.076,208.082,216.038,223.094,229.152,233.908,237.385,239.604,240.717,240.747,239.85,238.31,236.275,233.907,231.166,228.147,
OECD Env-Growth,SSP3,R32NAF,Population,million,165.376,178.501,192.264,206.006,219.204,231.584,243.536,255.349,266.919,277.788,287.7,296.786,305.354,313.822,322.471,331.301,340.15,348.842,357.316,
OECD Env-Growth,SSP4,R32NAF,Population,million,165.376,176.638,186.676,194.941,201.33,206.501,210.446,213.003,213.97,213.446,211.429,208.141,203.708,198.318,192.24,185.739,178.989,172.048,164.946,
OECD Env-Growth,SSP5,R32NAF,Population,million,165.376,176.228,185.405,192.511,197.812,202.043,205.177,207.025,207.424,206.503,204.364,201.34,197.479,192.81,187.415,181.442,175.108,168.507,161.319,
PIK GDP-32,SSP1,R32NAF,Population,million,165.376743000088,176.462570189802,186.151785120088,194.060272218909,200.195806558173,205.279004296941,209.281283869391,211.994411610626,213.233838347071,213.118665085375,211.741346000971,209.355870238,206.006397549282,201.710013624617,196.549686571326,190.674292578135,184.314922401305,177.577620317038,170.12975465268,
PIK GDP-32,SSP2,R32NAF,Population,million,165.376743000088,177.427765319162,188.814025248093,199.076710649571,208.080786209055,216.038598871485,223.092819406196,229.151648857751,233.907350909862,237.385917503572,239.603672302828,240.7161891401,240.747090765307,239.850201009939,238.310896435009,236.274331514412,233.907923423987,231.166051701285,228.146201244011,
PIK GDP-32,SSP3,R32NAF,Population,million,165.376743000088,178.500432079666,192.264462169016,206.005032474344,219.204392529978,231.584504112787,243.535280099795,255.348865081787,266.918789101432,277.788359255538,287.701094614944,296.786211042503,305.353725224764,313.820799159775,322.471606385515,331.3006742026,340.149860684989,348.842137021194,357.315930799043,
PIK GDP-32,SSP4,R32NAF,Population,million,165.376743000088,176.637864830398,186.676514965945,194.940188039836,201.329354930724,206.501668839234,210.446686495065,213.002936307667,213.971432328645,213.445995162517,211.429665090761,208.141577221742,203.707451676258,198.317375741272,192.241023395315,185.73902035011,178.989615426178,172.047951914399,164.9449390741,
PIK GDP-32,SSP5,R32NAF,Population,million,165.376743000088,176.228973588738,185.404462168517,192.511367510227,197.81133834466,202.041557165054,205.177102702939,207.024913962702,207.423121792695,206.503122354203,204.364622301987,201.339614989616,197.479764923263,192.80975076087,187.415622245687,181.441845457132,175.107777729028,168.507206021517,161.31813256191,
IIASA GDP,SSP1,R32OAS-CPA,Population,million,110.943594994492,116.33165972281,120.837800994599,124.017706081137,125.934475247662,127.030647148144,127.30132699897,126.649845829238,125.0337951481,122.582114689473,119.459644716299,115.869879182081,111.873603769937,107.490268080459,102.753134236853,97.6488622206227,92.1010130187595,86.3837832786734,80.4774447676252,
IIASA GDP,SSP2,R32OAS-CPA,Population,million,110.943594994492,116.863181346553,122.224113752165,126.551034253018,129.830470396059,132.2345846996,133.854511252423,134.637609725981,134.387162451207,133.288476093528,131.445115803625,129.051281333669,126.234910299651,123.051669309278,119.570497435149,115.955070697671,112.375569186163,108.966300218217,105.735338157303,
IIASA GDP,SSP3,R32OAS-CPA,Population,million,110.943594994492,117.345046795167,123.85766461338,129.796109906694,134.893936278985,139.050851581752,142.558211643601,145.472204725972,147.758037067071,149.286111633565,150.126052855974,150.505987686968,150.678352397112,150.813498850228,151.051912477516,151.471696428026,152.217188536113,153.298220082912,154.687404123808,
IIASA GDP,SSP4,R32OAS-CPA,Population,million,110.943594994492,116.381993609126,121.04954843598,124.447492329904,126.559322494298,127.74042191009,128.020142158283,127.343263885003,125.673389048749,123.11304831532,119.80345312504,115.937026020235,111.630464461037,106.985118573108,102.114731158631,97.173730237395,92.3443342694958,87.7342591861236,83.38144184401,
IIASA GDP,SSP5,R32OAS-CPA,Population,million,110.943594994492,116.174866328553,120.336195218554,122.988776985969,124.388615735008,124.983982531335,124.761697522797,123.62669553669,121.559226524476,118.700593973641,115.218325875916,111.347033389256,107.14653868263,102.639108684465,97.8596615086458,92.7901686832646,87.3468735290745,81.7905161158222,76.0973065454341,
IIASA-WiC POP,SSP1,R32OAS-CPA,Population,million,110.943594994492,116.33165972281,120.837800994599,124.017706081137,125.934475247662,127.030647148144,127.30132699897,126.649845829238,125.0337951481,122.582114689473,119.459644716299,115.869879182081,111.873603769937,107.490268080459,102.753134236853,97.6488622206227,92.1010130187595,86.3837832786734,80.4774447676252,
IIASA-WiC POP,SSP2,R32OAS-CPA,Population,million,110.943594994492,116.863181346553,122.224113752165,126.551034253018,129.830470396059,132.2345846996,133.854511252423,134.637609725981,134.387162451207,133.288476093528,131.445115803625,129.051281333669,126.234910299651,123.051669309278,119.570497435149,115.955070697671,112.375569186163,108.966300218217,105.735338157303,
IIASA-WiC POP,SSP3,R32OAS-CPA,Population,million,110.943594994492,117.345046795167,123.85766461338,129.796109906694,134.893936278985,139.050851581752,142.558211643601,145.472204725972,147.758037067071,149.286111633565,150.126052855974,150.505987686968,150.678352397112,150.813498850228,151.051912477516,151.471696428026,152.217188536113,153.298220082912,154.687404123808,
IIASA-WiC POP,SSP4,R32OAS-CPA,Population,million,110.943594994492,116.381993609126,121.04954843598,124.447492329904,126.559322494298,127.74042191009,128.020142158283,127.343263885003,125.673389048749,123.11304831532,119.80345312504,115.937026020235,111.630464461037,106.985118573108,102.114731158631,97.173730237395,92.3443342694958,87.7342591861236,83.38144184401,
IIASA-WiC POP,SSP5,R32OAS-CPA,Population,million,110.943594994492,116.174866328553,120.336195218554,122.988776985969,124.388615735008,124.983982531335,124.761697522797,123.62669553669,121.559226524476,118.700593973641,115.218325875916,111.347033389256,107.14653868263,102.639108684465,97.8596615086458,92.7901686832646,87.3468735290745,81.7905161158222,76.0973065454341,
NCAR,SSP1,R32OAS-CPA,Population,million,110.943594994492,116.33165972281,120.837800994599,124.017706081137,125.934475247662,127.030647148144,127.30132699897,126.649845829238,125.0337951481,122.582114689473,119.459644716299,115.869879182081,111.873603769937,107.490268080459,102.753134236853,97.6488622206227,92.1010130187595,86.3837832786734,80.4774447676252,
NCAR,SSP2,R32OAS-CPA,Population,million,110.943594994492,116.863181346553,122.224113752165,126.551034253018,129.830470396059,132.2345846996,133.854511252423,134.637609725981,134.387162451207,133.288476093528,131.445115803625,129.051281333669,126.234910299651,123.051669309278,119.570497435149,115.955070697671,112.375569186163,108.966300218217,105.735338157303,
NCAR,SSP3,R32OAS-CPA,Population,million,110.943594994492,117.345046795167,123.85766461338,129.796109906694,134.893936278985,139.050851581752,142.558211643601,145.472204725972,147.758037067071,149.286111633565,150.126052855974,150.505987686968,150.678352397112,150.813498850228,151.051912477516,151.471696428026,152.217188536113,153.298220082912,154.687404123808,
NCAR,SSP4,R32OAS-CPA,Population,million,110.943594994492,116.381993609126,121.04954843598,124.447492329904,126.559322494298,127.74042191009,128.020142158283,127.343263885003,125.673389048749,123.11304831532,119.80345312504,115.937026020235,111.630464461037,106.985118573108,102.114731158631,97.173730237395,92.3443342694958,87.7342591861236,83.38144184401,
NCAR,SSP5,R32OAS-CPA,Population,million,110.943594994492,116.174866328553,120.336195218554,122.988776985969,124.388615735008,124.983982531335,124.761697522797,123.62669553669,121.559226524476,118.700593973641,115.218325875916,111.347033389256,107.14653868263,102.639108684465,97.8596615086458,92.7901686832646,87.3468735290745,81.7905161158222,76.0973065454341,
OECD Env-Growth,SSP1,R32OAS-CPA,Population,million,110.943,116.331,120.838,124.018,125.933,127.031,127.302,126.65,125.034,122.583,119.46,115.87,111.873,107.491,102.754,97.648,92.1,86.384,80.477,
OECD Env-Growth,SSP2,R32OAS-CPA,Population,million,110.943,116.864,122.223,126.551,129.831,132.235,133.855,134.638,134.387,133.288,131.446,129.051,126.235,123.052,119.57,115.955,112.376,108.966,105.736,
OECD Env-Growth,SSP3,R32OAS-CPA,Population,million,110.943,117.345,123.857,129.796,134.895,139.051,142.557,145.472,147.758,149.286,150.126,150.507,150.678,150.813,151.051,151.471,152.217,153.298,154.688,
OECD Env-Growth,SSP4,R32OAS-CPA,Population,million,110.943,116.382,121.049,124.447,126.559,127.74,128.021,127.343,125.673,123.113,119.803,115.938,111.631,106.985,102.114,97.174,92.345,87.735,83.381,
OECD Env-Growth,SSP5,R32OAS-CPA,Population,million,110.943,116.174,120.337,122.989,124.389,124.984,124.761,123.627,121.558,118.7,115.22,111.347,107.147,102.639,97.86,92.791,87.346,81.79,76.097,
PIK GDP-32,SSP1,R32OAS-CPA,Population,million,110.943594994492,116.33165972281,120.837800994599,124.017706081137,125.934475247662,127.030647148144,127.30132699897,126.649845829238,125.0337951481,122.582114689472,119.459644716299,115.869879182081,111.873603769937,107.490268080459,102.753134236853,97.6488622206227,92.1010130187595,86.3837832786734,80.4774447676251,
PIK GDP-32,SSP2,R32OAS-CPA,Population,million,110.943594994492,116.863181346552,122.224113752165,126.551034253018,129.83047039606,132.2345846996,133.854511252423,134.637609725981,134.387162451207,133.288476093528,131.445115803625,129.051281333669,126.234910299651,123.051669309278,119.570497435149,115.955070697671,112.375569186163,108.966300218217,105.735338157303,
PIK GDP-32,SSP3,R32OAS-CPA,Population,million,110.943594994492,117.345046795167,123.85766461338,129.796109906694,134.893936278985,139.050851581752,142.558211643601,145.472204725972,147.758037067071,149.286111633565,150.126052855974,150.505987686968,150.678352397111,150.813498850228,151.051912477516,151.471696428025,152.217188536112,153.298220082912,154.687404123809,
PIK GDP-32,SSP4,R32OAS-CPA,Population,million,110.943594994492,116.381993609126,121.04954843598,124.447492329904,126.559322494298,127.74042191009,128.020142158283,127.343263885003,125.673389048749,123.11304831532,119.80345312504,115.937026020235,111.630464461037,106.985118573108,102.114731158631,97.173730237395,92.3443342694958,87.7342591861236,83.38144184401,
PIK GDP-32,SSP5,R32OAS-CPA,Population,million,110.943594994492,116.174866328553,120.336195218554,122.988776985969,124.388615735008,124.983982531335,124.761697522796,123.62669553669,121.559226524476,118.700593973641,115.218325875916,111.347033389256,107.14653868263,102.639108684465,97.8596615086457,92.7901686832645,87.3468735290743,81.7905161158221,76.0973065454341,
IIASA GDP,SSP1,R32OAS-L,Population,million,281.820474999993,300.176711451167,317.706097027654,332.890398803538,345.130206927458,355.018045010098,362.283680002601,366.817333816668,368.616967777305,368.097695107818,365.421942607385,360.953784117174,354.78210942622,346.976321139568,337.64994113662,326.981203597067,315.165949956569,302.48461771868,289.125594346972,
IIASA GDP,SSP2,R32OAS-L,Population,million,281.820474999993,302.350269603162,323.480338654594,343.43142293279,361.35028425257,377.206454402586,390.904946730232,402.274477781388,411.172655450389,417.705804301671,421.864192557448,423.887322256981,424.122101096644,422.629438296059,419.630236712166,415.324332962848,409.962225433731,403.860763884832,397.213354615717,
