Model,Scenario (History),Region,Variable,Unit,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2008,2010
History,World Bank (WDI),R32EU12-M,Population,million,31.175749,32.463572,34.24493,35.721748,37.006363,37.828933,38.385429,37.158777,36.082841,35.23214,34.811863,34.556374
History,WPP2010,R32EU15,Population,million,315.442663,329.261011,340.100979,349.157162,355.095957,358.747887,363.938293,371.587034,376.524333,386.793628,393.145559,396.778638
History,WUP2009,R32EU15,Population,million,315.442663,329.261011,340.100979,349.157162,355.095957,358.747887,363.938293,371.587034,376.524333,386.793628,,396.778638
History,World Bank (WDI),R32EU15,Population,million,315.442663,329.261011,340.100979,349.157162,355.095957,358.747887,363.938293,371.587034,376.524333,386.793628,393.145559,396.778638
History,WPP2010,R32IDN,Population,million,91.946612,104.146696,118.36174,134.105926,150.820044,168.119209,184.345939,199.400339,213.395411,227.303175,234.951154,239.870937
History,WUP2009,R32IDN,Population,million,91.946612,104.146696,118.36174,134.105926,150.820044,168.119209,184.345939,199.400339,213.395411,227.303175,,239.870937
History,World Bank (WDI),R32IDN,Population,million,91.946612,104.146696,118.36174,134.105926,150.820044,168.119209,184.345939,199.400339,213.395411,227.303175,234.951154,239.870937
History,WPP2010,R32IND,Population,million,447.844159,496.400381,553.87389,622.096682,700.058589,784.490842,873.785449,964.486155,1053.898107,1140.042863,1190.863679,1224.614327
History,WUP2009,R32IND,Population,million,447.844159,496.400381,553.87389,622.096682,700.058589,784.490842,873.785449,964.486155,1053.898107,1140.042863,,1224.614327
History,World Bank (WDI),R32IND,Population,million,447.844159,496.400381,553.87389,622.096682,700.058589,784.490842,873.785449,964.486155,1053.898107,1140.042863,1190.863679,1224.614327
History,WPP2010,R32JPN,Population,million,92.500572,97.342773,103.710287,110.80809,115.914688,119.990547,122.251184,124.486744,125.72031,126.392944,126.54464,126.53592
History,WUP2009,R32JPN,Population,million,92.500572,97.342773,103.710287,110.80809,115.914688,119.990547,122.251184,124.486744,125.72031,126.392944,,126.53592
History,World Bank (WDI),R32JPN,Population,million,92.500572,97.342773,103.710287,110.80809,115.914688,119.990547,122.251184,124.486744,125.72031,126.392944,126.54464,126.53592
History,WPP2010,R32KOR,Population,million,25.074152,28.39514,31.443029,34.721507,37.45953,40.509932,42.980365,44.662143,45.987624,47.044126,47.733951,48.183584
History,WUP2009,R32KOR,Population,million,25.074152,28.39514,31.443029,34.721507,37.45953,40.509932,42.980365,44.662143,45.987624,47.044126,,48.183584
History,World Bank (WDI),R32KOR,Population,million,25.074152,28.39514,31.443029,34.721507,37.45953,40.509932,42.980365,44.662143,45.987624,47.044126,47.733951,48.183584
History,WPP2010,R32LAM-L,Population,million,11.891516,13.553595,15.366035,17.399661,19.737955,22.438204,25.248357,28.325694,31.424839,34.648942,36.664734,38.08249
History,WUP2009,R32LAM-L,Population,million,11.891516,13.553595,15.366035,17.399661,19.737955,22.438204,25.248357,28.325694,31.424839,34.648942,,38.08249
History,World Bank (WDI),R32LAM-L,Population,million,11.891516,13.553595,15.366035,17.399661,19.737955,22.438204,25.248357,28.325694,31.424839,34.648942,36.664734,38.08249
History,WPP2010,R32LAM-M,Population,million,94.546228,107.080557,120.232559,134.144117,148.74546,163.981188,180.116948,196.283877,211.570549,225.86291,234.129115,239.587266
History,WUP2009,R32LAM-M,Population,million,94.546228,107.080557,120.232559,134.144117,148.74546,163.981188,180.116948,196.283877,211.570549,225.86291,,239.587266
History,World Bank (WDI),R32LAM-M,Population,million,94.546228,107.080557,120.232559,134.144117,148.74546,163.981188,180.116948,196.283877,211.570549,225.86291,234.129115,239.587266
History,WPP2010,R32MEA-H,Population,million,7.251376,8.830243,10.658258,13.59521,17.701351,22.718567,27.369999,31.092832,34.527819,40.954354,47.099319,50.917971
History,WUP2009,R32MEA-H,Population,million,7.251376,8.830243,10.658258,13.59521,17.701351,22.718567,27.369999,31.092832,34.527819,40.954354,,50.917971
History,World Bank (WDI),R32MEA-H,Population,million,7.251376,8.830243,10.658258,13.59521,17.701351,22.718567,27.369999,31.092832,34.527819,40.954354,47.099319,50.917971
History,WPP2010,R32MEA-M,Population,million,42.934209,49.081258,56.452602,64.902272,75.775487,89.757941,104.962038,119.80591,134.679482,149.174237,158.273694,164.562357
History,WUP2009,R32MEA-M,Population,million,42.934209,49.081258,56.452602,64.902272,75.775487,89.757941,104.962038,119.80591,134.679482,149.174237,,164.562357
History,World Bank (WDI),R32MEA-M,Population,million,42.934209,49.081258,56.452602,64.902272,75.775487,89.757941,104.962038,119.80591,134.679482,149.174237,158.273694,164.562357
History,WPP2010,R32MEX,Population,million,38.418829,44.89843,51.868335,60.224601,68.776411,76.175154,84.306602,92.272749,99.959594,106.483757,110.627158,113.423047
History,WUP2009,R32MEX,Population,million,38.418829,44.89843,51.868335,60.224601,68.776411,76.175154,84.306602,92.272749,99.959594,106.483757,,113.423047
History,World Bank (WDI),R32MEX,Population,million,38.418829,44.89843,51.868335,60.224601,68.776411,76.175154,84.306602,92.272749,99.959594,106.483757,110.627158,113.423047
History,WPP2010,R32NAF,Population,million,55.9316,63.321163,72.177155,81.663684,93.001011,106.412683,119.693926,131.253582,141.978128,153.606429,160.966647,165.907243
History,WUP2009,R32NAF,Population,million,55.9316,63.321163,72.177155,81.663684,93.001011,106.412683,119.693926,131.253582,141.978128,153.606429,,165.907243
History,World Bank (WDI),R32NAF,Population,million,55.9316,63.321163,72.177155,81.663684,93.001011,106.412683,119.693926,131.253582,141.978128,153.606429,160.966647,165.907243
History,WPP2010,R32OAS-CPA,Population,million,43.692975,49.526655,55.838711,61.517977,65.456522,73.800863,83.018478,92.278549,98.933388,104.819399,108.464031,110.943595
History,WUP2009,R32OAS-CPA,Population,million,43.692975,49.526655,55.838711,61.517977,65.456522,73.800863,83.018478,92.278549,98.933388,104.819399,,110.943595
History,World Bank (WDI),R32OAS-CPA,Population,million,43.692975,49.526655,55.838711,61.517977,65.456522,73.800863,83.018478,92.278549,98.933388,104.819399,108.464031,110.943595
History,WPP2010,R32OAS-L,Population,million,121.014389,138.396294,158.754763,175.098195,197.935112,223.905726,251.815403,279.481456,307.150625,332.483311,345.539457,354.24078
History,WUP2009,R32OAS-L,Population,million,121.014389,138.396294,158.754763,175.098195,197.935112,223.905726,251.815403,279.481456,307.150625,332.483311,,354.24078
History,World Bank (WDI),R32OAS-L,Population,million,121.014389,138.396294,158.754763,175.098195,197.935112,223.905726,251.815403,279.481456,307.150625,332.483311,345.539457,354.24078
History,WPP2010,R32OAS-M,Population,million,47.747276,55.177975,63.297636,71.794615,79.989216,88.355068,97.163377,103.691162,111.010606,118.87943,123.092685,125.611893
History,WUP2009,R32OAS-M,Population,million,47.747276,55.177975,63.297636,71.794615,79.989216,88.355068,97.163377,103.691162,111.010606,118.87943,,125.611893
History,World Bank (WDI),R32OAS-M,Population,million,47.747276,55.177975,63.297636,71.794615,79.989216,88.355068,97.163377,103.691162,111.010606,118.87943,123.092685,125.611893
History,WPP2010,R32PAK,Population,million,55.59125,62.691042,71.347557,81.98807,94.678393,108.095672,124.87684,147.136593,167.378494,186.260181,197.282252,205.005126
History,WUP2009,R32PAK,Population,million,55.59125,62.691042,71.347557,81.98807,94.678393,108.095672,124.87684,147.136593,167.378494,186.260181,,205.005126
History,World Bank (WDI),R32PAK,Population,million,55.59125,62.691042,71.347557,81.98807,94.678393,108.095672,124.87684,147.136593,167.378494,186.260181,197.282252,205.005126
History,WPP2010,R32RUS,Population,million,119.905701,126.749106,130.391798,134.232512,138.655363,143.642108,148.243501,148.698582,146.757517,143.843159,143.1631,142.958164
History,WUP2009,R32RUS,Population,million,119.905701,126.749106,130.391798,134.232512,138.655363,143.642108,148.243501,148.698582,146.757517,143.843159,,142.958164
History,World Bank (WDI),R32RUS,Population,million,119.905701,126.749106,130.391798,134.232512,138.655363,143.642108,148.243501,148.698582,146.757517,143.843159,143.1631,142.958164
History,WPP2010,R32SAF,Population,million,17.396477,19.813932,22.502306,25.698624,29.077186,32.983394,36.793907,41.4024,44.76038,47.792787,49.319363,50.132817
History,WUP2009,R32SAF,Population,million,17.396477,19.813932,22.502306,25.698624,29.077186,32.983394,36.793907,41.4024,44.76038,47.792787,,50.132817
History,World Bank (WDI),R32SAF,Population,million,17.396477,19.813932,22.502306,25.698624,29.077186,32.983394,36.793907,41.4024,44.76038,47.792787,49.319363,50.132817
History,WPP2010,R32SSA-L,Population,million,205.508127,232.074987,263.86612,302.270944,348.577246,401.657454,462.523389,529.388049,602.859149,684.983179,739.37307,778.17634
History,WUP2009,R32SSA-L,Population,million,205.508127,232.074987,263.86612,302.270944,348.577246,401.657454,462.523389,529.388049,602.859149,684.983179,,778.17634
History,World Bank (WDI),R32SSA-L,Population,million,205.508127,232.074987,263.86612,302.270944,348.577246,401.657454,462.523389,529.388049,602.859149,684.983179,739.37307,778.17634
History,WPP2010,R32SSA-M,Population,million,7.887635,8.70129,9.597483,10.679355,12.142407,14.216763,16.27021,18.881414,21.49824,24.732882,26.693115,28.013882
History,WUP2009,R32SSA-M,Population,million,7.887635,8.70129,9.597483,10.679355,12.142407,14.216763,16.27021,18.881414,21.49824,24.732882,,28.013882
History,World Bank (WDI),R32SSA-M,Population,million,7.887635,8.70129,9.597483,10.679355,12.142407,14.216763,16.27021,18.881414,21.49824,24.732882,26.693115,28.013882
History,WPP2010,R32TUR,Population,million,28.160579,31.837999,35.464196,39.585821,44.105216,49.39963,54.130268,58.864649,63.627862,68.143186,70.92373,72.752325
History,WUP2009,R32TUR,Population,million,28.160579,31.837999,35.464196,39.585821,44.105216,49.39963,54.130268,58.864649,63.627862,68.143186,,72.752325
History,World Bank (WDI),R32TUR,Population,million,28.160579,31.837999,35.464196,39.585821,44.105216,49.39963,54.130268,58.864649,63.627862,68.143186,70.92373,72.752325
History,WPP2010,R32USA,Population,million,188.717594,202.084174,212.243475,222.133059,233.119438,244.603821,256.971165,270.132353,286.419174,300.711645,308.857372,314.242013
History,WUP2009,R32USA,Population,million,188.717594,202.084174,212.243475,222.133059,233.119438,244.603821,256.971165,270.132353,286.419174,300.711645,,314.242013
History,World Bank (WDI),R32USA,Population,million,188.717594,202.084174,212.243475,222.133059,233.119438,244.603821,256.971165,270.132353,286.419174,300.711645,308.857372,314.242013
History,WPP2010,R5.2ASIA,Population,million,1494.254389,1648.830557,1871.517995,2100.720479,2314.595295,2549.268281,2809.009263,3051.31705,3273.725991,3471.338313,3583.258749,3657.007221
History,WUP2009,R5.2ASIA,Population,million,1494.254389,1648.830557,1871.517995,2100.720479,2314.595295,2549.268281,2809.009263,3051.31705,3273.725991,3471.338313,,3657.007221
History,World Bank (WDI),R5.2ASIA,Population,million,1494.254389,1648.830557,1871.517995,2100.720479,2314.595295,2549.268281,2809.009263,3051.31705,3273.725991,3471.338313,3583.258749,3657.007221
History,WPP2010,R5.2LAM,Population,million,216.97663,249.235539,282.815219,319.232133,358.178739,398.002767,438.439191,477.801593,516.412851,551.951705,571.89499,584.945536
History,WUP2009,R5.2LAM,Population,million,216.97663,249.235539,282.815219,319.232133,358.178739,398.002767,438.439191,477.801593,516.412851,551.951705,,584.945536
History,World Bank (WDI),R5.2LAM,Population,million,216.97663,249.235539,282.815219,319.232133,358.178739,398.002767,438.439191,477.801593,516.412851,551.951705,571.89499,584.945536
History,WPP2010,R5.2MAF,Population,million,336.779675,381.681071,435.09188,498.624906,576.062177,667.505124,767.333908,871.499548,979.93475,1100.833052,1181.287983,1237.254581
History,WUP2009,R5.2MAF,Population,million,336.779675,381.681071,435.09188,498.624906,576.062177,667.505124,767.333908,871.499548,979.93475,1100.833052,,1237.254581
History,World Bank (WDI),R5.2MAF,Population,million,336.779675,381.681071,435.09188,498.624906,576.062177,667.505124,767.333908,871.499548,979.93475,1100.833052,1181.287983,1237.254581
History,WPP2010,R5.2OECD,Population,million,769.776363,814.286467,854.005242,892.068213,925.758626,956.658059,987.298786,1017.378886,1046.322213,1078.425799,1098.309891,1110.847702
History,WUP2009,R5.2OECD,Population,million,769.776363,814.286467,854.005242,892.068213,925.758626,956.658059,987.298786,1017.378886,1046.322213,1078.425799,,1110.847702
History,World Bank (WDI),R5.2OECD,Population,million,769.776363,814.286467,854.005242,892.068213,925.758626,956.658059,987.298786,1017.378886,1046.322213,1078.425799,1098.309891,1110.847702
History,WPP2010,R5.2REF,Population,million,208.206607,224.407242,235.917689,247.255151,258.009291,269.865199,281.139353,283.891284,281.107821,277.852605,278.168373,278.932822
History,WUP2009,R5.2REF,Population,million,208.206607,224.407242,235.917689,247.255151,258.009291,269.865199,281.139353,283.891284,281.107821,277.852605,,278.932822
History,World Bank (WDI),R5.2REF,Population,million,208.206607,224.407242,235.917689,247.255151,258.009291,269.865199,281.139353,283.891284,281.107821,277.852605,278.168373,278.932822
History,WPP2010,REU,Population,million,0.335329,0.390531,0.462096,0.485134,0.509883,0.55964,0.612034,0.675664,0.738984,0.794833,0.826048,0.846068
History,WUP2009,REU,Population,million,0.335329,0.390531,0.462096,0.485134,0.509883,0.55964,0.612034,0.675664,0.738984,0.794833,,0.846068
History,World Bank (WDI),REU,Population,million,0.335329,0.390531,0.462096,0.485134,0.509883,0.55964,0.612034,0.675664,0.738984,0.794833,0.826048,0.846068
History,WPP2010,ROU,Population,million,18.407002,19.031999,20.25254,21.245107,22.201389,22.724837,23.206719,22.680954,22.191683,21.771749,21.589544,21.486371
History,WUP2009,ROU,Population,million,18.407002,19.031999,20.25254,21.245107,22.201389,22.724837,23.206719,22.680954,22.191683,21.771749,,21.486371
History,World Bank (WDI),ROU,Population,million,18.407002,19.031999,20.25254,21.245107,22.201389,22.724837,23.206719,22.680954,22.191683,21.771749,21.589544,21.486371
History,WPP2010,RUS,Population,million,119.905701,126.749106,130.391798,134.232512,138.655363,143.642108,148.243501,148.698582,146.757517,143.843159,143.1631,142.958164
History,WUP2009,RUS,Population,million,119.905701,126.749106,130.391798,134.232512,138.655363,143.642108,148.243501,148.698582,146.757517,143.843159,,142.958164
History,World Bank (WDI),RUS,Population,million,119.905701,126.749106,130.391798,134.232512,138.655363,143.642108,148.243501,148.698582,146.757517,143.843159,143.1631,142.958164
History,WPP2010,RWA,Population,million,2.771018,3.22077,3.748672,4.389619,5.178927,6.080907,7.109538,5.570206,8.098344,9.201727,10.004092,10.624005
History,WUP2009,RWA,Population,million,2.771018,3.22077,3.748672,4.389619,5.178927,6.080907,7.109538,5.570206,8.098344,9.201727,,10.624005
History,World Bank (WDI),RWA,Population,million,2.771018,3.22077,3.748672,4.389619,5.178927,6.080907,7.109538,5.570206,8.098344,9.201727,10.004092,10.624005
History,WPP2010,SAU,Population,million,4.041422,4.787033,5.771846,7.344638,9.801475,13.220479,16.139053,18.491845,20.045276,24.041116,26.166639,27.448086
History,WUP2009,SAU,Population,million,4.041422,4.787033,5.771846,7.344638,9.801475,13.220479,16.139053,18.491845,20.045276,24.041116,,27.448086
History,World Bank (WDI),SAU,Population,million,4.041422,4.787033,5.771846,7.344638,9.801475,13.220479,16.139053,18.491845,20.045276,24.041116,26.166639,27.448086
History,WPP2010,SDN,Population,million,11.561784,13.020968,14.765539,17.132264,20.070866,23.542778,26.494169,30.141147,34.187729,38.41032,41.415151,43.551941
History,WUP2009,SDN,Population,million,11.561784,13.020968,14.765539,17.132264,20.070866,23.542778,26.494169,30.141147,34.187729,38.41032,,43.551941
History,World Bank (WDI),SDN,Population,million,11.561784,13.020968,14.765539,17.132264,20.070866,23.542778,26.494169,30.141147,34.187729,38.41032,41.415151,43.551941
History,WPP2010,SEN,Population,million,3.047804,3.504782,4.096245,4.785536,5.41407,6.232395,7.241573,8.369125,9.505862,10.871908,11.787123,12.433728
History,WUP2009,SEN,Population,million,3.047804,3.504782,4.096245,4.785536,5.41407,6.232395,7.241573,8.369125,9.505862,10.871908,,12.433728
History,World Bank (WDI),SEN,Population,million,3.047804,3.504782,4.096245,4.785536,5.41407,6.232395,7.241573,8.369125,9.505862,10.871908,11.787123,12.433728
History,WPP2010,SGP,Population,million,1.633694,1.879561,2.074099,2.262444,2.414563,2.708638,3.016624,3.481674,3.9193,4.265999,4.772216,5.086418
History,WUP2009,SGP,Population,million,1.633694,1.879561,2.074099,2.262444,2.414563,2.708638,3.016624,3.481674,3.9193,4.265999,,5.086418
History,World Bank (WDI),SGP,Population,million,1.633694,1.879561,2.074099,2.262444,2.414563,2.708638,3.016624,3.481674,3.9193,4.265999,4.772216,5.086418
History,WPP2010,SHN,Population,million,0.004738,0.004639,0.004937,0.005253,0.005399,0.005631,0.005537,0.005261,0.005059,0.004598,0.004288,0.004118
History,WUP2009,SHN,Population,million,0.004738,0.004639,0.004937,0.005253,0.005399,0.005631,0.005537,0.005261,0.005059,0.004598,,0.004118
History,World Bank (WDI),SHN,Population,million,0.004738,0.004639,0.004937,0.005253,0.005399,0.005631,0.005537,0.005261,0.005059,0.004598,0.004288,0.004118
History,WPP2010,SLB,Population,million,0.118054,0.137041,0.160256,0.192719,0.229235,0.268862,0.309527,0.356404,0.408732,0.469805,0.510221,0.538148
History,WUP2009,SLB,Population,million,0.118054,0.137041,0.160256,0.192719,0.229235,0.268862,0.309527,0.356404,0.408732,0.469805,,0.538148
History,World Bank (WDI),SLB,Population,million,0.118054,0.137041,0.160256,0.192719,0.229235,0.268862,0.309527,0.356404,0.408732,0.469805,0.510221,0.538148
History,WPP2010,SLE,Population,million,2.18724,2.373308,2.593123,2.845392,3.161751,3.540728,3.981567,3.898363,4.143115,5.153435,5.612129,5.867536
History,WUP2009,SLE,Population,million,2.18724,2.373308,2.593123,2.845392,3.161751,3.540728,3.981567,3.898363,4.143115,5.153435,,5.867536
History,World Bank (WDI),SLE,Population,million,2.18724,2.373308,2.593123,2.845392,3.161751,3.540728,3.981567,3.898363,4.143115,5.153435,5.612129,5.867536
History,WPP2010,SLV,Population,million,2.773095,3.244774,3.736311,4.231358,4.656263,4.995888,5.332842,5.733401,5.940305,6.050513,6.129628,6.192993
History,WUP2009,SLV,Population,million,2.773095,3.244774,3.736311,4.231358,4.656263,4.995888,5.332842,5.733401,5.940305,6.050513,,6.192993
History,World Bank (WDI),SLV,Population,million,2.773095,3.244774,3.736311,4.231358,4.656263,4.995888,5.332842,5.733401,5.940305,6.050513,6.129628,6.192993
History,WPP2010,SMR,Population,million,0.015392,0.017439,0.019136,0.019734,0.021398,0.022776,0.024134,0.025678,0.026967,0.030301,0.031198,0.031534
History,WUP2009,SMR,Population,million,0.015392,0.017439,0.019136,0.019734,0.021398,0.022776,0.024134,0.025678,0.026967,0.030301,,0.031534
History,World Bank (WDI),SMR,Population,million,0.015392,0.017439,0.019136,0.019734,0.021398,0.022776,0.024134,0.025678,0.026967,0.030301,0.031198,0.031534
History,WPP2010,SOM,Population,million,2.819246,3.170982,3.601206,4.117971,6.435589,6.363791,6.599249,6.524697,7.399033,8.359859,8.92226,9.330872
History,WUP2009,SOM,Population,million,2.819246,3.170982,3.601206,4.117971,6.435589,6.363791,6.599249,6.524697,7.399033,8.359859,,9.330872
History,World Bank (WDI),SOM,Population,million,2.819246,3.170982,3.601206,4.117971,6.435589,6.363791,6.599249,6.524697,7.399033,8.359859,8.92226,9.330872
History,WPP2010,SPM,Population,million,0.004919,0.005095,0.005457,0.005883,0.005999,0.006107,0.006279,0.006301,0.00627,0.006137,0.006072,0.006046
History,WUP2009,SPM,Population,million,0.004919,0.005095,0.005457,0.005883,0.005999,0.006107,0.006279,0.006301,0.00627,0.006137,,0.006046
History,World Bank (WDI),SPM,Population,million,0.004919,0.005095,0.005457,0.005883,0.005999,0.006107,0.006279,0.006301,0.00627,0.006137,0.006072,0.006046
History,WPP2010,SRB,Population,million,7.583324,7.889351,8.172645,8.536301,8.946077,9.272302,9.568744,10.203932,10.133561,9.856152,9.84136,9.856222
History,WUP2009,SRB,Population,million,7.583324,7.889351,8.172645,8.536301,8.946077,9.272302,9.568744,10.203932,10.133561,9.856152,,9.856222
History,World Bank (WDI),SRB,Population,million,7.583324,7.889351,8.172645,8.536301,8.946077,9.272302,9.568744,10.203932,10.133561,9.856152,9.84136,9.856222
History,WPP2010,STP,Population,million,0.064251,0.064803,0.07363,0.082124,0.094688,0.103852,0.116117,0.127935,0.14101,0.152622,0.159852,0.165397
History,WUP2009,STP,Population,million,0.064251,0.064803,0.07363,0.082124,0.094688,0.103852,0.116117,0.127935,0.14101,0.152622,,0.165397
History,World Bank (WDI),STP,Population,million,0.064251,0.064803,0.07363,0.082124,0.094688,0.103852,0.116117,0.127935,0.14101,0.152622,0.159852,0.165397
History,WPP2010,SUR,Population,million,0.29,0.332197,0.372297,0.364497,0.365749,0.376102,0.40689,0.43592,0.466846,0.499294,0.515066,0.524636
History,WUP2009,SUR,Population,million,0.29,0.332197,0.372297,0.364497,0.365749,0.376102,0.40689,0.43592,0.466846,0.499294,,0.524636
History,World Bank (WDI),SUR,Population,million,0.29,0.332197,0.372297,0.364497,0.365749,0.376102,0.40689,0.43592,0.466846,0.499294,0.515066,0.524636
History,WPP2010,SVK,Population,million,4.093623,4.344322,4.509366,4.718093,4.961607,5.14188,5.270072,5.368894,5.404845,5.415496,5.441304,5.462119
History,WUP2009,SVK,Population,million,4.093623,4.344322,4.509366,4.718093,4.961607,5.14188,5.270072,5.368894,5.404845,5.415496,,5.462119
History,World Bank (WDI),SVK,Population,million,4.093623,4.344322,4.509366,4.718093,4.961607,5.14188,5.270072,5.368894,5.404845,5.415496,5.441304,5.462119
History,WPP2010,SVN,Population,million,1.58001,1.630299,1.669731,1.742004,1.831881,1.883179,1.926701,1.966205,1.985406,2.002084,2.018172,2.02968
History,WUP2009,SVN,Population,million,1.58001,1.630299,1.669731,1.742004,1.831881,1.883179,1.926701,1.966205,1.985406,2.002084,,2.02968
History,World Bank (WDI),SVN,Population,million,1.58001,1.630299,1.669731,1.742004,1.831881,1.883179,1.926701,1.966205,1.985406,2.002084,2.018172,2.02968
History,WPP2010,SWE,Population,million,7.480001,7.734003,8.042839,8.192569,8.310467,8.350392,8.558829,8.826949,8.860153,9.029345,9.236872,9.379687
History,WUP2009,SWE,Population,million,7.480001,7.734003,8.042839,8.192569,8.310467,8.350392,8.558829,8.826949,8.860153,9.029345,,9.379687
History,World Bank (WDI),SWE,Population,million,7.480001,7.734003,8.042839,8.192569,8.310467,8.350392,8.558829,8.826949,8.860153,9.029345,9.236872,9.379687
History,WPP2010,SWZ,Population,million,0.349181,0.391553,0.445735,0.517024,0.603385,0.705602,0.862947,0.963591,1.063832,1.104909,1.150344,1.186056
History,WUP2009,SWZ,Population,million,0.349181,0.391553,0.445735,0.517024,0.603385,0.705602,0.862947,0.963591,1.063832,1.104909,,1.186056
History,World Bank (WDI),SWZ,Population,million,0.349181,0.391553,0.445735,0.517024,0.603385,0.705602,0.862947,0.963591,1.063832,1.104909,1.150344,1.186056
History,WPP2010,SYC,Population,million,0.041443,0.046544,0.051659,0.057791,0.062807,0.066914,0.071031,0.074755,0.078685,0.083513,0.085568,0.086518
History,WUP2009,SYC,Population,million,0.041443,0.046544,0.051659,0.057791,0.062807,0.066914,0.071031,0.074755,0.078685,0.083513,,0.086518
History,World Bank (WDI),SYC,Population,million,0.041443,0.046544,0.051659,0.057791,0.062807,0.066914,0.071031,0.074755,0.078685,0.083513,0.085568,0.086518
History,WPP2010,SYR,Population,million,4.566822,5.378287,6.368017,7.546139,8.906543,10.576592,12.324116,14.17113,15.988534,18.484122,19.694259,20.410606
History,WUP2009,SYR,Population,million,4.566822,5.378287,6.368017,7.546139,8.906543,10.576592,12.324116,14.17113,15.988534,18.484122,,20.410606
History,World Bank (WDI),SYR,Population,million,4.566822,5.378287,6.368017,7.546139,8.906543,10.576592,12.324116,14.17113,15.988534,18.484122,19.694259,20.410606
History,WPP2010,TCA,Population,million,0.005724,0.005669,0.005632,0.006546,0.007525,0.009501,0.011549,0.015333,0.018873,0.030531,0.03596,0.038354
History,WUP2009,TCA,Population,million,0.005724,0.005669,0.005632,0.006546,0.007525,0.009501,0.011549,0.015333,0.018873,0.030531,,0.038354
History,World Bank (WDI),TCA,Population,million,0.005724,0.005669,0.005632,0.006546,0.007525,0.009501,0.011549,0.015333,0.018873,0.030531,0.03596,0.038354
History,WPP2010,TCD,Population,million,2.954088,3.288547,3.655905,4.114094,4.554089,5.151339,6.011224,6.998108,8.222327,9.785902,10.653762,11.227208
History,WUP2009,TCD,Population,million,2.954088,3.288547,3.655905,4.114094,4.554089,5.151339,6.011224,6.998108,8.222327,9.785902,,11.227208
History,World Bank (WDI),TCD,Population,million,2.954088,3.288547,3.655905,4.114094,4.554089,5.151339,6.011224,6.998108,8.222327,9.785902,10.653762,11.227208
History,WPP2010,TGO,Population,million,1.577708,1.699541,2.097273,2.379649,2.666921,3.161327,3.665509,4.085492,4.793504,5.408044,5.776837,6.027798
History,WUP2009,TGO,Population,million,1.577708,1.699541,2.097273,2.379649,2.666921,3.161327,3.665509,4.085492,4.793504,5.408044,,6.027798
History,World Bank (WDI),TGO,Population,million,1.577708,1.699541,2.097273,2.379649,2.666921,3.161327,3.665509,4.085492,4.793504,5.408044,5.776837,6.027798
History,WPP2010,THA,Population,million,27.312399,31.792743,36.915397,42.398941,47.482643,52.328663,57.072058,59.650157,63.155029,66.698483,68.267982,69.122234
History,WUP2009,THA,Population,million,27.312399,31.792743,36.915397,42.398941,47.482643,52.328663,57.072058,59.650157,63.155029,66.698483,,69.122234
History,World Bank (WDI),THA,Population,million,27.312399,31.792743,36.915397,42.398941,47.482643,52.328663,57.072058,59.650157,63.155029,66.698483,68.267982,69.122234
History,WPP2010,TJK,Population,million,2.082499,2.512493,2.941501,3.44199,3.952691,4.566786,5.303152,5.775404,6.172807,6.45324,6.691416,6.878637
History,WUP2009,TJK,Population,million,2.082499,2.512493,2.941501,3.44199,3.952691,4.566786,5.303152,5.775404,6.172807,6.45324,,6.878637
History,World Bank (WDI),TJK,Population,million,2.082499,2.512493,2.941501,3.44199,3.952691,4.566786,5.303152,5.775404,6.172807,6.45324,6.691416,6.878637
History,WPP2010,TKL,Population,million,0.001873,0.001924,0.001618,0.001575,0.001554,0.001713,0.001609,0.00152,0.001552,0.00121,0.001139,0.001135
History,WUP2009,TKL,Population,million,0.001873,0.001924,0.001618,0.001575,0.001554,0.001713,0.001609,0.00152,0.001552,0.00121,,0.001135
History,World Bank (WDI),TKL,Population,million,0.001873,0.001924,0.001618,0.001575,0.001554,0.001713,0.001609,0.00152,0.001552,0.00121,0.001139,0.001135
History,WPP2010,TKM,Population,million,1.593501,1.89,2.188499,2.520002,2.861,3.229499,3.668,4.18801,4.501419,4.747839,4.918396,5.041995
History,WUP2009,TKM,Population,million,1.593501,1.89,2.188499,2.520002,2.861,3.229499,3.668,4.18801,4.501419,4.747839,,5.041995
History,World Bank (WDI),TKM,Population,million,1.593501,1.89,2.188499,2.520002,2.861,3.229499,3.668,4.18801,4.501419,4.747839,4.918396,5.041995
History,WPP2010,TLS,Population,million,0.499676,0.547681,0.604382,0.662962,0.580707,0.659846,0.743145,0.852817,0.830089,1.010367,1.079749,1.124355
History,WUP2009,TLS,Population,million,0.499676,0.547681,0.604382,0.662962,0.580707,0.659846,0.743145,0.852817,0.830089,1.010367,,1.124355
History,World Bank (WDI),TLS,Population,million,0.499676,0.547681,0.604382,0.662962,0.580707,0.659846,0.743145,0.852817,0.830089,1.010367,1.079749,1.124355
History,WPP2010,TON,Population,million,0.061601,0.074364,0.084369,0.088343,0.092999,0.093944,0.09515,0.095907,0.097935,0.100926,0.10291,0.104058
History,WUP2009,TON,Population,million,0.061601,0.074364,0.084369,0.088343,0.092999,0.093944,0.09515,0.095907,0.097935,0.100926,,0.104058
History,World Bank (WDI),TON,Population,million,0.061601,0.074364,0.084369,0.088343,0.092999,0.093944,0.09515,0.095907,0.097935,0.100926,0.10291,0.104058
